Dataset 1,Column 1,Similar Column 1,Similar Column 2,Similar Column 3
cleaned_table_2.csv,Lower Middle Total expenses,"Table cleaned_table_1.csv, Column 10, Overlap: 3512","Table cleaned_table_0.csv, Column 4, Overlap: 2874","Table cleaned_table_1.csv, Column 15, Overlap: 2684"
cleaned_table_2.csv,Upper Middle Net Profit/Loss,"Table cleaned_table_1.csv, Column 11, Overlap: 2118","Table cleaned_table_0.csv, Column 6, Overlap: 1511","Table cleaned_table_1.csv, Column 7, Overlap: 1510"
cleaned_table_2.csv,Advertising and promotion,"Table cleaned_table_1.csv, Column 12, Overlap: 442","Table cleaned_table_1.csv, Column 33, Overlap: 438","Table cleaned_table_0.csv, Column 41, Overlap: 437"
cleaned_table_2.csv,Quality Indicator.2,"Table cleaned_table_0.csv, Column 28, Overlap: 4","Table cleaned_table_0.csv, Column 40, Overlap: 4","Table cleaned_table_13.csv, Column 19, Overlap: 4"
cleaned_table_2.csv,Wages and Benefits,"Table cleaned_table_1.csv, Column 14, Overlap: 1598","Table cleaned_table_0.csv, Column 29, Overlap: 1449","Table cleaned_table_1.csv, Column 10, Overlap: 1439"
cleaned_table_2.csv,Operating expenses (indirect),"Table cleaned_table_1.csv, Column 15, Overlap: 4739","Table cleaned_table_0.csv, Column 10, Overlap: 3006","Table cleaned_table_0.csv, Column 30, Overlap: 2807"
cleaned_table_2.csv,Upper Middle Opening Inventory,"Table cleaned_table_1.csv, Column 16, Overlap: 1721","Table cleaned_table_1.csv, Column 10, Overlap: 1484","Table cleaned_table_0.csv, Column 4, Overlap: 1475"
cleaned_table_2.csv,Opening Inventory,"Table cleaned_table_1.csv, Column 17, Overlap: 2013","Table cleaned_table_1.csv, Column 10, Overlap: 1714","Table cleaned_table_0.csv, Column 4, Overlap: 1711"
cleaned_table_2.csv,Incorporation Status,"Table cleaned_table_8.csv, Column 39, Overlap: 3","Table cleaned_table_14.csv, Column 8, Overlap: 3","Table cleaned_table_18.csv, Column 5, Overlap: 3"
cleaned_table_2.csv,Top Quartile Cost of Sales,"Table cleaned_table_1.csv, Column 19, Overlap: 6482","Table cleaned_table_1.csv, Column 4, Overlap: 2666","Table cleaned_table_1.csv, Column 15, Overlap: 2637"
cleaned_table_2.csv,Rent,"Table cleaned_table_1.csv, Column 20, Overlap: 777","Table cleaned_table_0.csv, Column 29, Overlap: 759","Table cleaned_table_0.csv, Column 3, Overlap: 750"
cleaned_table_2.csv,Upper Middle Wages and Benefits,"Table cleaned_table_1.csv, Column 21, Overlap: 1248","Table cleaned_table_0.csv, Column 29, Overlap: 1148","Table cleaned_table_1.csv, Column 10, Overlap: 1122"
cleaned_table_2.csv,Top Quartile Other expenses,"Table cleaned_table_1.csv, Column 22, Overlap: 3299","Table cleaned_table_0.csv, Column 20, Overlap: 2737","Table cleaned_table_1.csv, Column 15, Overlap: 2454"
cleaned_table_2.csv,Top Quartile Operating Expenses (indirect),"Table cleaned_table_1.csv, Column 23, Overlap: 6751","Table cleaned_table_0.csv, Column 8, Overlap: 4628","Table cleaned_table_1.csv, Column 4, Overlap: 2648"
cleaned_table_2.csv,% of Businesses Reporting.1,"Table cleaned_table_1.csv, Column 24, Overlap: 390","Table cleaned_table_1.csv, Column 7, Overlap: 389","Table cleaned_table_1.csv, Column 52, Overlap: 387"
cleaned_table_2.csv,Bottom Quartile Net Profit/Loss,"Table cleaned_table_1.csv, Column 25, Overlap: 1108","Table cleaned_table_0.csv, Column 5, Overlap: 911","Table cleaned_table_1.csv, Column 27, Overlap: 772"
cleaned_table_2.csv,Lower Middle Opening Inventory,"Table cleaned_table_1.csv, Column 26, Overlap: 1042","Table cleaned_table_0.csv, Column 29, Overlap: 986","Table cleaned_table_1.csv, Column 52, Overlap: 962"
cleaned_table_2.csv,Lower Middle Net Profit/Loss,"Table cleaned_table_1.csv, Column 27, Overlap: 1512","Table cleaned_table_0.csv, Column 7, Overlap: 1246","Table cleaned_table_1.csv, Column 11, Overlap: 1121"
cleaned_table_2.csv,Lower Middle Rent,"Table cleaned_table_1.csv, Column 28, Overlap: 450","Table cleaned_table_0.csv, Column 48, Overlap: 448","Table cleaned_table_1.csv, Column 60, Overlap: 448"
cleaned_table_2.csv,% of Businesses Reporting.2,"Table cleaned_table_1.csv, Column 29, Overlap: 925","Table cleaned_table_0.csv, Column 29, Overlap: 915","Table cleaned_table_1.csv, Column 11, Overlap: 907"
cleaned_table_2.csv,% of Businesses Reporting.3,"Table cleaned_table_1.csv, Column 30, Overlap: 895","Table cleaned_table_1.csv, Column 52, Overlap: 887","Table cleaned_table_0.csv, Column 29, Overlap: 885"
cleaned_table_2.csv,Top Quartile Wages and Benefits,"Table cleaned_table_1.csv, Column 31, Overlap: 2802","Table cleaned_table_1.csv, Column 15, Overlap: 2161","Table cleaned_table_0.csv, Column 10, Overlap: 2067"
cleaned_table_2.csv,Quality Indicator.3,"Table cleaned_table_0.csv, Column 28, Overlap: 4","Table cleaned_table_0.csv, Column 40, Overlap: 4","Table cleaned_table_13.csv, Column 19, Overlap: 4"
cleaned_table_2.csv,Lower Middle Cost of Sales,"Table cleaned_table_1.csv, Column 33, Overlap: 2013","Table cleaned_table_1.csv, Column 10, Overlap: 1685","Table cleaned_table_0.csv, Column 4, Overlap: 1651"
cleaned_table_2.csv,% of Businesses Reporting.4,"Table cleaned_table_1.csv, Column 34, Overlap: 700","Table cleaned_table_1.csv, Column 56, Overlap: 697","Table cleaned_table_1.csv, Column 11, Overlap: 696"
cleaned_table_2.csv,Top Quartile Amortization and depletion,"Table cleaned_table_1.csv, Column 35, Overlap: 1691","Table cleaned_table_0.csv, Column 29, Overlap: 1499","Table cleaned_table_1.csv, Column 10, Overlap: 1487"
cleaned_table_2.csv,% of Businesses Reporting.5,"Table cleaned_table_1.csv, Column 36, Overlap: 682","Table cleaned_table_1.csv, Column 56, Overlap: 680","Table cleaned_table_0.csv, Column 42, Overlap: 679"
cleaned_table_2.csv,Bottom Quartile Wages and Benefits,"Table cleaned_table_0.csv, Column 27, Overlap: 218","Table cleaned_table_0.csv, Column 42, Overlap: 218","Table cleaned_table_1.csv, Column 35, Overlap: 218"
cleaned_table_2.csv,Quality Indicator.4,"Table cleaned_table_0.csv, Column 28, Overlap: 4","Table cleaned_table_0.csv, Column 40, Overlap: 4","Table cleaned_table_13.csv, Column 19, Overlap: 4"
cleaned_table_2.csv,"Lower Middle Delivery, shipping and warehouse expense","Table cleaned_table_0.csv, Column 48, Overlap: 125","Table cleaned_table_1.csv, Column 39, Overlap: 125","Table cleaned_table_0.csv, Column 30, Overlap: 125"
cleaned_table_2.csv,Province/Canada,"Table cleaned_table_13.csv, Column 0, Overlap: 17","Table cleaned_table_8.csv, Column 36, Overlap: 17","Table cleaned_table_1.csv, Column 40, Overlap: 17"
cleaned_table_2.csv,Quality Indicator.5,"Table cleaned_table_0.csv, Column 28, Overlap: 4","Table cleaned_table_0.csv, Column 40, Overlap: 4","Table cleaned_table_13.csv, Column 19, Overlap: 4"
cleaned_table_2.csv,Bottom Quartile Insurance,"Table cleaned_table_0.csv, Column 7, Overlap: 116","Table cleaned_table_1.csv, Column 27, Overlap: 116","Table cleaned_table_0.csv, Column 27, Overlap: 116"
cleaned_table_2.csv,Top Quartile Closing Inventory,"Table cleaned_table_1.csv, Column 43, Overlap: 3196","Table cleaned_table_0.csv, Column 38, Overlap: 2340","Table cleaned_table_1.csv, Column 15, Overlap: 2269"
cleaned_table_2.csv,"Top Quartile Delivery, shipping and warehouse expense","Table cleaned_table_1.csv, Column 44, Overlap: 522","Table cleaned_table_0.csv, Column 29, Overlap: 513","Table cleaned_table_1.csv, Column 33, Overlap: 512"
cleaned_table_2.csv,Quality Indicator.6,"Table cleaned_table_0.csv, Column 28, Overlap: 4","Table cleaned_table_0.csv, Column 40, Overlap: 4","Table cleaned_table_13.csv, Column 19, Overlap: 4"
cleaned_table_2.csv,Bottom Quartile Repairs and maintenance,"Table cleaned_table_0.csv, Column 7, Overlap: 208","Table cleaned_table_0.csv, Column 27, Overlap: 208","Table cleaned_table_1.csv, Column 20, Overlap: 208"
cleaned_table_2.csv,Upper Middle Rent,"Table cleaned_table_1.csv, Column 47, Overlap: 766","Table cleaned_table_0.csv, Column 29, Overlap: 754","Table cleaned_table_1.csv, Column 11, Overlap: 749"
cleaned_table_2.csv,Bottom Quartile Closing Inventory,"Table cleaned_table_1.csv, Column 48, Overlap: 639","Table cleaned_table_0.csv, Column 29, Overlap: 626","Table cleaned_table_0.csv, Column 3, Overlap: 614"
cleaned_table_2.csv,Lower Middle Wages and Benefits,"Table cleaned_table_1.csv, Column 49, Overlap: 568","Table cleaned_table_0.csv, Column 29, Overlap: 558","Table cleaned_table_1.csv, Column 33, Overlap: 551"
cleaned_table_2.csv,Quality Indicator.7,"Table cleaned_table_0.csv, Column 28, Overlap: 4","Table cleaned_table_0.csv, Column 40, Overlap: 4","Table cleaned_table_13.csv, Column 19, Overlap: 4"
cleaned_table_2.csv,Other expenses,"Table cleaned_table_1.csv, Column 51, Overlap: 1969","Table cleaned_table_0.csv, Column 45, Overlap: 1662","Table cleaned_table_1.csv, Column 10, Overlap: 1613"
cleaned_table_2.csv,Lower Middle Operating Expenses (indirect),"Table cleaned_table_1.csv, Column 52, Overlap: 2574","Table cleaned_table_0.csv, Column 24, Overlap: 2210","Table cleaned_table_1.csv, Column 10, Overlap: 2149"
cleaned_table_2.csv,Naics code,"Table cleaned_table_1.csv, Column 53, Overlap: 1896","Table cleaned_table_8.csv, Column 11, Overlap: 351","Table cleaned_table_4.csv, Column 10, Overlap: 343"
cleaned_table_2.csv,Quality Indicator.8,"Table cleaned_table_0.csv, Column 28, Overlap: 4","Table cleaned_table_0.csv, Column 40, Overlap: 4","Table cleaned_table_13.csv, Column 19, Overlap: 4"
cleaned_table_2.csv,% of Businesses Reporting.6,"Table cleaned_table_1.csv, Column 55, Overlap: 353","Table cleaned_table_1.csv, Column 7, Overlap: 352","Table cleaned_table_1.csv, Column 52, Overlap: 351"
cleaned_table_2.csv,% of Businesses Reporting.7,"Table cleaned_table_1.csv, Column 56, Overlap: 928","Table cleaned_table_0.csv, Column 29, Overlap: 918","Table cleaned_table_1.csv, Column 11, Overlap: 909"
cleaned_table_2.csv,% of Businesses Reporting.8,"Table cleaned_table_1.csv, Column 55, Overlap: 87","Table cleaned_table_1.csv, Column 57, Overlap: 87","Table cleaned_table_0.csv, Column 2, Overlap: 87"
cleaned_table_2.csv,Bottom Quartile Professional and business fees,"Table cleaned_table_1.csv, Column 58, Overlap: 289","Table cleaned_table_1.csv, Column 35, Overlap: 286","Table cleaned_table_0.csv, Column 3, Overlap: 285"
cleaned_table_2.csv,"Upper Middle Delivery, shipping and warehouse expense","Table cleaned_table_0.csv, Column 48, Overlap: 238","Table cleaned_table_1.csv, Column 59, Overlap: 238","Table cleaned_table_0.csv, Column 3, Overlap: 238"
cleaned_table_2.csv,Lower Middle Labour and Commissions,"Table cleaned_table_1.csv, Column 60, Overlap: 1288","Table cleaned_table_0.csv, Column 29, Overlap: 1226","Table cleaned_table_1.csv, Column 52, Overlap: 1196"
cleaned_table_2.csv,Upper Middle Utilities and telephone/telecommunication,"Table cleaned_table_1.csv, Column 61, Overlap: 667","Table cleaned_table_0.csv, Column 29, Overlap: 658","Table cleaned_table_1.csv, Column 11, Overlap: 651"
cleaned_table_2.csv,Quality Indicator.9,"Table cleaned_table_0.csv, Column 28, Overlap: 4","Table cleaned_table_0.csv, Column 40, Overlap: 4","Table cleaned_table_13.csv, Column 19, Overlap: 4"
cleaned_table_2.csv,Top Quartile Insurance,"Table cleaned_table_1.csv, Column 63, Overlap: 529","Table cleaned_table_1.csv, Column 33, Overlap: 525","Table cleaned_table_0.csv, Column 42, Overlap: 524"
cleaned_table_3.csv,REF_DATE,"Table cleaned_table_13.csv, Column 9, Overlap: 2","Table cleaned_table_13.csv, Column 33, Overlap: 2","Table cleaned_table_4.csv, Column 10, Overlap: 1"
cleaned_table_3.csv,GEO,"Table cleaned_table_5.csv, Column 1, Overlap: 4","Table cleaned_table_4.csv, Column 1, Overlap: 4",
cleaned_table_3.csv,DGUID,"Table cleaned_table_4.csv, Column 2, Overlap: 4",,
cleaned_table_3.csv,UOM,"Table cleaned_table_5.csv, Column 6, Overlap: 1","Table cleaned_table_5.csv, Column 5, Overlap: 1",
cleaned_table_3.csv,UOM_ID,"Table cleaned_table_13.csv, Column 19, Overlap: 1","Table cleaned_table_9.csv, Column 1, Overlap: 1","Table cleaned_table_13.csv, Column 9, Overlap: 1"
cleaned_table_3.csv,SCALAR_FACTOR,"Table cleaned_table_5.csv, Column 8, Overlap: 1",,
cleaned_table_3.csv,SCALAR_ID,"Table cleaned_table_8.csv, Column 39, Overlap: 1","Table cleaned_table_14.csv, Column 17, Overlap: 1","Table cleaned_table_18.csv, Column 5, Overlap: 1"
cleaned_table_3.csv,c,"Table cleaned_table_0.csv, Column 29, Overlap: 895","Table cleaned_table_1.csv, Column 11, Overlap: 889","Table cleaned_table_2.csv, Column 11, Overlap: 889"
cleaned_table_3.csv,STATUS,"Table cleaned_table_13.csv, Column 19, Overlap: 4","Table cleaned_table_8.csv, Column 1, Overlap: 4","Table cleaned_table_2.csv, Column 32, Overlap: 3"
cleaned_table_3.csv,DEx,"Table cleaned_table_8.csv, Column 39, Overlap: 1","Table cleaned_table_14.csv, Column 8, Overlap: 1","Table cleaned_table_14.csv, Column 17, Overlap: 1"
cleaned_table_4.csv,GEO GEO,"Table cleaned_table_5.csv, Column 1, Overlap: 11","Table cleaned_table_3.csv, Column 1, Overlap: 4",
cleaned_table_4.csv,DGUID DGUID,"Table cleaned_table_3.csv, Column 2, Overlap: 4",,
cleaned_table_4.csv,UOM_ID UOM_ID,"Table cleaned_table_8.csv, Column 36, Overlap: 1","Table cleaned_table_13.csv, Column 19, Overlap: 1","Table cleaned_table_13.csv, Column 0, Overlap: 1"
cleaned_table_4.csv,SCALAR_ID SCALAR_ID,"Table cleaned_table_8.csv, Column 36, Overlap: 1","Table cleaned_table_13.csv, Column 32, Overlap: 1","Table cleaned_table_8.csv, Column 39, Overlap: 1"
cleaned_table_4.csv,COORDINATE COORDINATE,"Table cleaned_table_8.csv, Column 28, Overlap: 145","Table cleaned_table_13.csv, Column 13, Overlap: 142","Table cleaned_table_2.csv, Column 35, Overlap: 135"
cleaned_table_4.csv,VALUE VALUE,"Table cleaned_table_8.csv, Column 11, Overlap: 5524","Table cleaned_table_8.csv, Column 7, Overlap: 5232","Table cleaned_table_13.csv, Column 33, Overlap: 4793"
cleaned_table_4.csv,DECIMALS DECIMALS,"Table cleaned_table_8.csv, Column 39, Overlap: 1","Table cleaned_table_14.csv, Column 17, Overlap: 1","Table cleaned_table_18.csv, Column 5, Overlap: 1"
cleaned_table_5.csv,REF_DATE,"Table cleaned_table_13.csv, Column 9, Overlap: 3","Table cleaned_table_4.csv, Column 10, Overlap: 3","Table cleaned_table_14.csv, Column 33, Overlap: 3"
cleaned_table_5.csv,GEO,"Table cleaned_table_4.csv, Column 1, Overlap: 11","Table cleaned_table_3.csv, Column 1, Overlap: 4",
cleaned_table_5.csv,Characteristics,"Table cleaned_table_3.csv, Column 6, Overlap: 1",,
cleaned_table_5.csv,Ul,"Table cleaned_table_3.csv, Column 6, Overlap: 1",,
cleaned_table_5.csv,UOM_ID,"Table cleaned_table_13.csv, Column 19, Overlap: 2","Table cleaned_table_9.csv, Column 1, Overlap: 2","Table cleaned_table_4.csv, Column 10, Overlap: 2"
cleaned_table_5.csv,SCALAR_FACTOR,"Table cleaned_table_3.csv, Column 8, Overlap: 1",,
cleaned_table_5.csv,SCALAR_ID,"Table cleaned_table_8.csv, Column 39, Overlap: 1","Table cleaned_table_14.csv, Column 17, Overlap: 1","Table cleaned_table_18.csv, Column 5, Overlap: 1"
cleaned_table_5.csv,VALUE,"Table cleaned_table_0.csv, Column 3, Overlap: 705","Table cleaned_table_1.csv, Column 56, Overlap: 701","Table cleaned_table_2.csv, Column 56, Overlap: 701"
cleaned_table_5.csv,DECIMALS,"Table cleaned_table_8.csv, Column 39, Overlap: 2","Table cleaned_table_14.csv, Column 17, Overlap: 2","Table cleaned_table_18.csv, Column 5, Overlap: 2"
cleaned_table_8.csv,PERC_SINGLE_UNIT,"Table cleaned_table_18.csv, Column 5, Overlap: 43","Table cleaned_table_13.csv, Column 0, Overlap: 43","Table cleaned_table_14.csv, Column 5, Overlap: 43"
cleaned_table_8.csv,ROUTE_NUMBER,"Table cleaned_table_13.csv, Column 19, Overlap: 2377","Table cleaned_table_4.csv, Column 10, Overlap: 1195","Table cleaned_table_13.csv, Column 33, Overlap: 984"
cleaned_table_8.csv,DONUT_VOLUME_GROUP,"Table cleaned_table_18.csv, Column 5, Overlap: 6","Table cleaned_table_13.csv, Column 0, Overlap: 6","Table cleaned_table_13.csv, Column 18, Overlap: 6"
cleaned_table_8.csv,IS_GROUPED,"Table cleaned_table_14.csv, Column 17, Overlap: 1","Table cleaned_table_18.csv, Column 5, Overlap: 1","Table cleaned_table_13.csv, Column 7, Overlap: 1"
cleaned_table_8.csv,F_SYSTEM,"Table cleaned_table_18.csv, Column 5, Overlap: 9","Table cleaned_table_14.csv, Column 19, Overlap: 9","Table cleaned_table_13.csv, Column 0, Overlap: 9"
cleaned_table_8.csv,FUT_AADT_YEAR,"Table cleaned_table_13.csv, Column 9, Overlap: 13","Table cleaned_table_4.csv, Column 10, Overlap: 10","Table cleaned_table_13.csv, Column 33, Overlap: 9"
cleaned_table_8.csv,MEDIAN_TYPE,"Table cleaned_table_14.csv, Column 8, Overlap: 4","Table cleaned_table_18.csv, Column 5, Overlap: 4","Table cleaned_table_15.csv, Column 11, Overlap: 4"
cleaned_table_8.csv,AADT,"Table cleaned_table_13.csv, Column 33, Overlap: 6154","Table cleaned_table_4.csv, Column 10, Overlap: 5232","Table cleaned_table_13.csv, Column 9, Overlap: 3260"
cleaned_table_8.csv,PEAK_LANES,"Table cleaned_table_18.csv, Column 5, Overlap: 9","Table cleaned_table_15.csv, Column 11, Overlap: 9","Table cleaned_table_14.csv, Column 10, Overlap: 9"
cleaned_table_8.csv,SURV_C,"Table cleaned_table_14.csv, Column 17, Overlap: 2","Table cleaned_table_18.csv, Column 5, Overlap: 2","Table cleaned_table_13.csv, Column 7, Overlap: 2"
cleaned_table_8.csv,SURV_B,"Table cleaned_table_14.csv, Column 17, Overlap: 2","Table cleaned_table_18.csv, Column 5, Overlap: 2","Table cleaned_table_13.csv, Column 7, Overlap: 2"
cleaned_table_8.csv,FUT_AADT,"Table cleaned_table_13.csv, Column 33, Overlap: 6306","Table cleaned_table_4.csv, Column 10, Overlap: 5524","Table cleaned_table_13.csv, Column 9, Overlap: 3240"
cleaned_table_8.csv,SURV_A,"Table cleaned_table_14.csv, Column 17, Overlap: 2","Table cleaned_table_18.csv, Column 5, Overlap: 2","Table cleaned_table_13.csv, Column 7, Overlap: 2"
cleaned_table_8.csv,SN_D,"Table cleaned_table_2.csv, Column 35, Overlap: 110","Table cleaned_table_0.csv, Column 7, Overlap: 110","Table cleaned_table_1.csv, Column 27, Overlap: 110"
cleaned_table_8.csv,NHS,"Table cleaned_table_18.csv, Column 5, Overlap: 10","Table cleaned_table_13.csv, Column 0, Overlap: 10","Table cleaned_table_14.csv, Column 5, Overlap: 10"
cleaned_table_8.csv,URBAN_CODE,"Table cleaned_table_14.csv, Column 9, Overlap: 449","Table cleaned_table_4.csv, Column 10, Overlap: 448","Table cleaned_table_13.csv, Column 27, Overlap: 429"
cleaned_table_8.csv,AT_GRADE_SIGNS,"Table cleaned_table_18.csv, Column 5, Overlap: 25","Table cleaned_table_13.csv, Column 0, Overlap: 25","Table cleaned_table_14.csv, Column 5, Overlap: 25"
cleaned_table_8.csv,CURVES_A,"Table cleaned_table_14.csv, Column 3, Overlap: 3239","Table cleaned_table_13.csv, Column 20, Overlap: 2848","Table cleaned_table_14.csv, Column 27, Overlap: 2626"
cleaned_table_8.csv,YEAR_SURF_IMPROV,"Table cleaned_table_13.csv, Column 9, Overlap: 43","Table cleaned_table_4.csv, Column 10, Overlap: 39","Table cleaned_table_14.csv, Column 33, Overlap: 39"
cleaned_table_8.csv,SAMPLE_ID,"Table cleaned_table_13.csv, Column 14, Overlap: 2695","Table cleaned_table_4.csv, Column 10, Overlap: 1210","Table cleaned_table_13.csv, Column 33, Overlap: 1096"
cleaned_table_8.csv,GRADES_D,"Table cleaned_table_14.csv, Column 3, Overlap: 667","Table cleaned_table_14.csv, Column 27, Overlap: 662","Table cleaned_table_13.csv, Column 20, Overlap: 655"
cleaned_table_8.csv,COUNTY_CODE,"Table cleaned_table_4.csv, Column 10, Overlap: 282","Table cleaned_table_13.csv, Column 10, Overlap: 262","Table cleaned_table_13.csv, Column 19, Overlap: 242"
cleaned_table_8.csv,ACCESS_CONTROL,"Table cleaned_table_14.csv, Column 8, Overlap: 3","Table cleaned_table_18.csv, Column 5, Overlap: 3","Table cleaned_table_1.csv, Column 18, Overlap: 3"
cleaned_table_8.csv,SHOULDER_WIDTH_L,"Table cleaned_table_13.csv, Column 0, Overlap: 21","Table cleaned_table_14.csv, Column 5, Overlap: 21","Table cleaned_table_4.csv, Column 10, Overlap: 21"
cleaned_table_8.csv,TRUCK_ROUTE,"Table cleaned_table_14.csv, Column 17, Overlap: 2","Table cleaned_table_18.csv, Column 5, Overlap: 2","Table cleaned_table_13.csv, Column 7, Overlap: 2"
cleaned_table_8.csv,CURVES_F,"Table cleaned_table_14.csv, Column 3, Overlap: 137","Table cleaned_table_14.csv, Column 27, Overlap: 137","Table cleaned_table_13.csv, Column 20, Overlap: 130"
cleaned_table_8.csv,TYPE_SIGNAL,"Table cleaned_table_18.csv, Column 5, Overlap: 5","Table cleaned_table_13.csv, Column 0, Overlap: 5","Table cleaned_table_13.csv, Column 18, Overlap: 5"
cleaned_table_8.csv,STD_VOLUME_GROUP,"Table cleaned_table_18.csv, Column 5, Overlap: 13","Table cleaned_table_14.csv, Column 10, Overlap: 13","Table cleaned_table_13.csv, Column 0, Overlap: 13"
cleaned_table_8.csv,BEGIN_LRS,"Table cleaned_table_13.csv, Column 13, Overlap: 6104","Table cleaned_table_14.csv, Column 3, Overlap: 2505","Table cleaned_table_13.csv, Column 20, Overlap: 2321"
cleaned_table_8.csv,CLIMATE_ZONE,"Table cleaned_table_18.csv, Column 5, Overlap: 10","Table cleaned_table_13.csv, Column 0, Overlap: 10","Table cleaned_table_14.csv, Column 5, Overlap: 10"
cleaned_table_8.csv,IRI,"Table cleaned_table_14.csv, Column 26, Overlap: 447","Table cleaned_table_1.csv, Column 15, Overlap: 361","Table cleaned_table_2.csv, Column 15, Overlap: 361"
cleaned_table_8.csv,SURV_G,"Table cleaned_table_14.csv, Column 17, Overlap: 2","Table cleaned_table_18.csv, Column 5, Overlap: 2","Table cleaned_table_13.csv, Column 7, Overlap: 2"
cleaned_table_8.csv,TURN_LANES_R,"Table cleaned_table_18.csv, Column 5, Overlap: 6","Table cleaned_table_13.csv, Column 0, Overlap: 6","Table cleaned_table_13.csv, Column 18, Overlap: 6"
cleaned_table_8.csv,AVG_COMBINATION,"Table cleaned_table_13.csv, Column 0, Overlap: 61","Table cleaned_table_4.csv, Column 10, Overlap: 61","Table cleaned_table_13.csv, Column 19, Overlap: 61"
cleaned_table_8.csv,IS_SAMPLE,"Table cleaned_table_14.csv, Column 8, Overlap: 1","Table cleaned_table_14.csv, Column 17, Overlap: 1","Table cleaned_table_18.csv, Column 5, Overlap: 1"
cleaned_table_8.csv,SECTION_ID,"Table cleaned_table_13.csv, Column 14, Overlap: 7482","Table cleaned_table_13.csv, Column 33, Overlap: 794","Table cleaned_table_4.csv, Column 10, Overlap: 791"
cleaned_table_8.csv,PERC_GREEN,"Table cleaned_table_13.csv, Column 0, Overlap: 82","Table cleaned_table_4.csv, Column 10, Overlap: 82","Table cleaned_table_13.csv, Column 19, Overlap: 82"
cleaned_table_8.csv,VERT_ALIGN,"Table cleaned_table_18.csv, Column 5, Overlap: 5","Table cleaned_table_13.csv, Column 0, Overlap: 5","Table cleaned_table_13.csv, Column 18, Overlap: 5"
cleaned_table_8.csv,NONATT_CODE,"Table cleaned_table_13.csv, Column 27, Overlap: 89","Table cleaned_table_4.csv, Column 10, Overlap: 89","Table cleaned_table_14.csv, Column 9, Overlap: 89"
cleaned_table_8.csv,TURN_LANES_L,"Table cleaned_table_18.csv, Column 5, Overlap: 6","Table cleaned_table_13.csv, Column 0, Overlap: 6","Table cleaned_table_13.csv, Column 18, Overlap: 6"
cleaned_table_8.csv,ROUTE_QUALIFIER,"Table cleaned_table_18.csv, Column 5, Overlap: 10","Table cleaned_table_13.csv, Column 0, Overlap: 10","Table cleaned_table_14.csv, Column 5, Overlap: 10"
cleaned_table_8.csv,K_FACTOR,"Table cleaned_table_14.csv, Column 5, Overlap: 25","Table cleaned_table_18.csv, Column 5, Overlap: 25","Table cleaned_table_13.csv, Column 19, Overlap: 25"
cleaned_table_8.csv,TYPE_TERRAIN,"Table cleaned_table_18.csv, Column 5, Overlap: 4","Table cleaned_table_13.csv, Column 0, Overlap: 4","Table cleaned_table_13.csv, Column 18, Overlap: 4"
cleaned_table_8.csv,DONUT_EXP_FACTOR,"Table cleaned_table_14.csv, Column 3, Overlap: 118","Table cleaned_table_14.csv, Column 27, Overlap: 103","Table cleaned_table_13.csv, Column 20, Overlap: 93"
cleaned_table_9.csv,STN_TYP,"Table cleaned_table_1.csv, Column 40, Overlap: 1","Table cleaned_table_8.csv, Column 36, Overlap: 1","Table cleaned_table_14.csv, Column 5, Overlap: 1"
cleaned_table_9.csv,MAX_WND_DIR_10M_PST1HR,"Table cleaned_table_12.csv, Column 0, Overlap: 130","Table cleaned_table_11.csv, Column 0, Overlap: 129","Table cleaned_table_4.csv, Column 10, Overlap: 125"
cleaned_table_9.csv,PCPN_AMT_PST6HRS,"Table cleaned_table_2.csv, Column 19, Overlap: 17","Table cleaned_table_1.csv, Column 4, Overlap: 17","Table cleaned_table_2.csv, Column 4, Overlap: 17"
cleaned_table_9.csv,VAR_WND_DIR_UPBND_10M_P10MT,"Table cleaned_table_12.csv, Column 0, Overlap: 315","Table cleaned_table_11.csv, Column 0, Overlap: 314","Table cleaned_table_4.csv, Column 10, Overlap: 255"
cleaned_table_9.csv,MSC_ID,"Table cleaned_table_11.csv, Column 7, Overlap: 6","Table cleaned_table_12.csv, Column 7, Overlap: 6",
cleaned_table_9.csv,CEILOMTR_ELEV,"Table cleaned_table_0.csv, Column 10, Overlap: 6","Table cleaned_table_1.csv, Column 15, Overlap: 6","Table cleaned_table_2.csv, Column 7, Overlap: 6"
cleaned_table_9.csv,CLD_BAS_HGT_1,"Table cleaned_table_2.csv, Column 23, Overlap: 24","Table cleaned_table_1.csv, Column 23, Overlap: 24","Table cleaned_table_0.csv, Column 8, Overlap: 23"
cleaned_table_9.csv,MAX_AIR_TEMP_PST6HRS,"Table cleaned_table_12.csv, Column 18, Overlap: 2","Table cleaned_table_12.csv, Column 8, Overlap: 2","Table cleaned_table_12.csv, Column 11, Overlap: 2"
cleaned_table_9.csv,DNSTY_ALTD,"Table cleaned_table_11.csv, Column 10, Overlap: 30","Table cleaned_table_12.csv, Column 10, Overlap: 30","Table cleaned_table_0.csv, Column 8, Overlap: 6"
cleaned_table_9.csv,AVG_BARO_READ_PST1MT,"Table cleaned_table_12.csv, Column 6, Overlap: 318","Table cleaned_table_11.csv, Column 6, Overlap: 317","Table cleaned_table_1.csv, Column 23, Overlap: 151"
cleaned_table_9.csv,DER_PRES_TEND_CHAR_PST3HRS,"Table cleaned_table_14.csv, Column 5, Overlap: 9","Table cleaned_table_14.csv, Column 14, Overlap: 9","Table cleaned_table_8.csv, Column 14, Overlap: 9"
