Dataset 1,Dataset 2,Relation,Column 1,Column 2,Set Containment
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Interest and bank charges,Advertising and promotion,0.9313725490196079
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Interest and bank charges,Wages and Benefits,0.9852941176470589
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Interest and bank charges,Upper Middle Opening Inventory,0.9901960784313726
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Interest and bank charges,Opening Inventory,1.0
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Interest and bank charges,Top Quartile Cost of Sales,0.9509803921568627
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Interest and bank charges,Rent,0.9656862745098039
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Interest and bank charges,Upper Middle Wages and Benefits,0.9852941176470589
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Interest and bank charges,Bottom Quartile Net Profit/Loss,0.9558823529411765
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Interest and bank charges,Lower Middle Opening Inventory,0.9754901960784313
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Interest and bank charges,Lower Middle Net Profit/Loss,0.9705882352941176
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Interest and bank charges,Lower Middle Rent,0.9313725490196079
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Interest and bank charges,% of Businesses Reporting.2,0.8823529411764706
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Interest and bank charges,Top Quartile Wages and Benefits,0.9950980392156863
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Interest and bank charges,Lower Middle Cost of Sales,0.9803921568627451
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Interest and bank charges,% of Businesses Reporting.4,0.9656862745098039
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Interest and bank charges,Top Quartile Amortization and depletion,0.9852941176470589
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Interest and bank charges,% of Businesses Reporting.5,0.9558823529411765
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Interest and bank charges,Top Quartile Closing Inventory,0.9901960784313726
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Interest and bank charges,"Top Quartile Delivery, shipping and warehouse expense",0.9362745098039216
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Interest and bank charges,Upper Middle Rent,0.9656862745098039
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Interest and bank charges,Bottom Quartile Closing Inventory,0.9558823529411765
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Interest and bank charges,Lower Middle Wages and Benefits,0.9166666666666666
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Interest and bank charges,Other expenses,0.8774509803921569
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Interest and bank charges,Lower Middle Operating Expenses (indirect),0.8333333333333334
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Interest and bank charges,% of Businesses Reporting.7,0.9607843137254902
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Interest and bank charges,Bottom Quartile Professional and business fees,0.8088235294117647
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Interest and bank charges,Lower Middle Labour and Commissions,0.9803921568627451
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Interest and bank charges,Upper Middle Utilities and telephone/telecommunication,0.9607843137254902
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Interest and bank charges,Top Quartile Insurance,0.946078431372549
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.1,Bottom Quartile Operating Expenses (indirect),0.9726858877086495
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.1,"Top Quartile Purchases, materials and sub-contracts",0.9453717754172989
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.1,Top Quartile Net Profit/Loss,0.8922610015174507
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.1,Upper Middle Amortization and depletion,0.8998482549317147
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.1,Lower Middle Total expenses,0.9256449165402124
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.1,Upper Middle Net Profit/Loss,0.992412746585736
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.1,Wages and Benefits,0.9787556904400607
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.1,Operating expenses (indirect),0.8694992412746586
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.1,Upper Middle Opening Inventory,0.9453717754172989
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.1,Opening Inventory,0.9681335356600911
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.1,Top Quartile Cost of Sales,0.9241274658573596
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.1,Rent,0.9150227617602428
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.1,Upper Middle Wages and Benefits,0.936267071320182
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.1,Top Quartile Other expenses,0.928679817905918
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.1,Lower Middle Opening Inventory,0.921092564491654
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.1,Lower Middle Net Profit/Loss,0.9590288315629742
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.1,% of Businesses Reporting.2,0.9726858877086495
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.1,% of Businesses Reporting.3,0.8649468892261002
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.1,Top Quartile Wages and Benefits,0.9711684370257967
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.1,Lower Middle Cost of Sales,0.9878603945371776
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.1,% of Businesses Reporting.4,0.9301972685887708
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.1,Top Quartile Amortization and depletion,0.9908952959028832
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.1,% of Businesses Reporting.5,0.9575113808801214
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.1,Top Quartile Closing Inventory,0.9772382397572079
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.1,Upper Middle Rent,0.8998482549317147
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.1,Other expenses,0.9650986342943855
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.1,Lower Middle Operating Expenses (indirect),0.9499241274658573
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.1,% of Businesses Reporting.7,0.9969650986342944
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.1,Lower Middle Labour and Commissions,0.9908952959028832
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.1,Upper Middle Utilities and telephone/telecommunication,0.8330804248861912
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Closing Inventory,Bottom Quartile Operating Expenses (indirect),0.9014308426073132
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Closing Inventory,"Top Quartile Purchases, materials and sub-contracts",0.9443561208267091
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Closing Inventory,Top Quartile Net Profit/Loss,0.8744038155802861
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Closing Inventory,Upper Middle Amortization and depletion,0.8330683624801272
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Closing Inventory,Lower Middle Total expenses,0.9141494435612083
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Closing Inventory,Upper Middle Net Profit/Loss,0.9411764705882353
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Closing Inventory,Wages and Benefits,0.9300476947535771
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Closing Inventory,Operating expenses (indirect),0.8362480127186009
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Closing Inventory,Upper Middle Opening Inventory,0.9141494435612083
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Closing Inventory,Opening Inventory,0.9364069952305246
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Closing Inventory,Top Quartile Cost of Sales,0.8998410174880763
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Closing Inventory,Rent,0.8426073131955485
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Closing Inventory,Upper Middle Wages and Benefits,0.8966613672496025
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Closing Inventory,Top Quartile Other expenses,0.904610492845787
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Closing Inventory,Lower Middle Opening Inventory,0.8585055643879174
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Closing Inventory,Lower Middle Net Profit/Loss,0.8791732909379968
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Closing Inventory,% of Businesses Reporting.2,0.8696343402225755
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Closing Inventory,Top Quartile Wages and Benefits,0.9411764705882353
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Closing Inventory,Lower Middle Cost of Sales,0.9538950715421304
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Closing Inventory,% of Businesses Reporting.4,0.821939586645469
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Closing Inventory,Top Quartile Amortization and depletion,0.9475357710651828
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Closing Inventory,% of Businesses Reporting.5,0.8044515103338633
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Closing Inventory,Top Quartile Closing Inventory,0.9364069952305246
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Closing Inventory,Upper Middle Rent,0.8203497615262321
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Closing Inventory,Bottom Quartile Closing Inventory,0.8585055643879174
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Closing Inventory,Other expenses,0.918918918918919
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Closing Inventory,Lower Middle Operating Expenses (indirect),0.9284578696343402
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Closing Inventory,% of Businesses Reporting.7,0.8982511923688394
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Closing Inventory,Lower Middle Labour and Commissions,0.9395866454689984
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Amortization and depletion,Lower Middle Amortization and depletion,0.888030888030888
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Amortization and depletion,Bottom Quartile Operating Expenses (indirect),0.9536679536679536
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Amortization and depletion,"Top Quartile Purchases, materials and sub-contracts",0.9498069498069498
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Amortization and depletion,Top Quartile Net Profit/Loss,0.859073359073359
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Amortization and depletion,Upper Middle Amortization and depletion,0.9054054054054054
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Amortization and depletion,Lower Middle Total expenses,0.8976833976833977
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Amortization and depletion,Upper Middle Net Profit/Loss,0.972972972972973
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Amortization and depletion,Wages and Benefits,0.974903474903475
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Amortization and depletion,Operating expenses (indirect),0.8281853281853282
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Amortization and depletion,Upper Middle Opening Inventory,0.9382239382239382
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Amortization and depletion,Opening Inventory,0.9671814671814671
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Amortization and depletion,Top Quartile Cost of Sales,0.9227799227799228
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Amortization and depletion,Rent,0.8976833976833977
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Amortization and depletion,Upper Middle Wages and Benefits,0.9247104247104247
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Amortization and depletion,Top Quartile Other expenses,0.8957528957528957
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Amortization and depletion,Lower Middle Opening Inventory,0.9324324324324325
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Amortization and depletion,Lower Middle Net Profit/Loss,0.9401544401544402
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Amortization and depletion,% of Businesses Reporting.2,0.9324324324324325
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Amortization and depletion,Top Quartile Wages and Benefits,0.9691119691119691
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Amortization and depletion,Lower Middle Cost of Sales,0.974903474903475
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Amortization and depletion,% of Businesses Reporting.4,0.8996138996138996
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Amortization and depletion,Top Quartile Amortization and depletion,0.974903474903475
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Amortization and depletion,% of Businesses Reporting.5,0.88996138996139
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Amortization and depletion,Top Quartile Closing Inventory,0.9652509652509652
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Amortization and depletion,Upper Middle Rent,0.8918918918918919
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Amortization and depletion,Other expenses,0.9343629343629344
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Amortization and depletion,Lower Middle Operating Expenses (indirect),0.9266409266409267
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Amortization and depletion,% of Businesses Reporting.7,0.9671814671814671
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Amortization and depletion,Lower Middle Labour and Commissions,0.972972972972973
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Amortization and depletion,Upper Middle Utilities and telephone/telecommunication,0.8436293436293436
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.2,Bottom Quartile Operating Expenses (indirect),0.8170731707317073
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.2,"Top Quartile Purchases, materials and sub-contracts",0.8536585365853658
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.2,Top Quartile Net Profit/Loss,1.0
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.2,% of Businesses Reporting,0.8170731707317073
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.2,Lower Middle Total expenses,0.9634146341463414
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.2,Upper Middle Net Profit/Loss,0.926829268292683
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.2,Opening Inventory,0.8658536585365854
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.2,Top Quartile Cost of Sales,0.8048780487804879
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.2,Top Quartile Other expenses,1.0
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.2,Top Quartile Operating Expenses (indirect),0.8902439024390244
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.2,% of Businesses Reporting.1,1.0
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.2,% of Businesses Reporting.3,0.8658536585365854
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.2,Lower Middle Cost of Sales,0.8414634146341463
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.2,Top Quartile Amortization and depletion,0.8048780487804879
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.2,Other expenses,0.9024390243902439
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.2,Lower Middle Operating Expenses (indirect),1.0
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.2,% of Businesses Reporting.6,1.0
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,% of Businesses Reporting.2,% of Businesses Reporting.8,0.9512195121951219
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Quality Indicator.1,Quality Indicator,1.0
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Quality Indicator.1,Quality Indicator.1,1.0
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Quality Indicator.1,Quality Indicator.2,1.0
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Quality Indicator.1,Quality Indicator.3,1.0
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Quality Indicator.1,Quality Indicator.4,1.0
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Quality Indicator.1,Quality Indicator.5,1.0
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Quality Indicator.1,Quality Indicator.6,1.0
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Quality Indicator.1,Quality Indicator.7,1.0
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Quality Indicator.1,Quality Indicator.8,1.0
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Quality Indicator.1,Quality Indicator.9,1.0
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,Lower Middle Amortization and depletion,0.995049504950495
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,Bottom Quartile Operating Expenses (indirect),0.9306930693069307
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,"Top Quartile Purchases, materials and sub-contracts",0.9900990099009901
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,Lower Middle Utilities and telephone/telecommunication,0.9752475247524752
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,Upper Middle Amortization and depletion,1.0
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,Upper Middle Net Profit/Loss,0.9851485148514851
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,Advertising and promotion,0.9851485148514851
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,Wages and Benefits,1.0
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,Upper Middle Opening Inventory,0.995049504950495
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,Opening Inventory,1.0
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,Top Quartile Cost of Sales,0.9702970297029703
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,Rent,1.0
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,Upper Middle Wages and Benefits,1.0
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,Bottom Quartile Net Profit/Loss,0.9900990099009901
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,Lower Middle Opening Inventory,1.0
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,Lower Middle Net Profit/Loss,1.0
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,Lower Middle Rent,0.9900990099009901
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,% of Businesses Reporting.2,0.9108910891089109
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,Top Quartile Wages and Benefits,1.0
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,Lower Middle Cost of Sales,1.0
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,% of Businesses Reporting.4,0.995049504950495
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,Top Quartile Amortization and depletion,1.0
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,% of Businesses Reporting.5,0.995049504950495
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,Bottom Quartile Wages and Benefits,0.8366336633663366
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,Top Quartile Closing Inventory,1.0
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,"Top Quartile Delivery, shipping and warehouse expense",0.9752475247524752
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,Bottom Quartile Repairs and maintenance,0.8415841584158416
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,Upper Middle Rent,1.0
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,Bottom Quartile Closing Inventory,0.995049504950495
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,Lower Middle Wages and Benefits,0.9851485148514851
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,Other expenses,0.8861386138613861
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,Lower Middle Operating Expenses (indirect),0.8366336633663366
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,% of Businesses Reporting.7,0.995049504950495
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,Bottom Quartile Professional and business fees,0.8663366336633663
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,"Upper Middle Delivery, shipping and warehouse expense",0.8217821782178217
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,Lower Middle Labour and Commissions,1.0
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,Upper Middle Utilities and telephone/telecommunication,0.995049504950495
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Bottom Quartile Utilities and telephone/telecommunication,Top Quartile Insurance,0.995049504950495
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Repairs and maintenance,Lower Middle Amortization and depletion,0.8704663212435233
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Repairs and maintenance,Bottom Quartile Operating Expenses (indirect),0.9637305699481865
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Repairs and maintenance,"Top Quartile Purchases, materials and sub-contracts",0.9689119170984456
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Repairs and maintenance,Lower Middle Utilities and telephone/telecommunication,0.8316062176165803
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Repairs and maintenance,Top Quartile Net Profit/Loss,0.8290155440414507
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Repairs and maintenance,Upper Middle Amortization and depletion,0.9715025906735751
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Repairs and maintenance,Lower Middle Total expenses,0.8860103626943006
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Repairs and maintenance,Upper Middle Net Profit/Loss,0.9896373056994818
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Repairs and maintenance,Advertising and promotion,0.8393782383419689
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Repairs and maintenance,Wages and Benefits,0.9922279792746114
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Repairs and maintenance,Operating expenses (indirect),0.805699481865285
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Repairs and maintenance,Upper Middle Opening Inventory,0.9870466321243523
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Repairs and maintenance,Opening Inventory,0.9870466321243523
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Repairs and maintenance,Top Quartile Cost of Sales,0.9404145077720207
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Repairs and maintenance,Rent,0.9818652849740933
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Repairs and maintenance,Upper Middle Wages and Benefits,0.9792746113989638
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Repairs and maintenance,Top Quartile Other expenses,0.883419689119171
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Repairs and maintenance,Bottom Quartile Net Profit/Loss,0.917098445595855
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Repairs and maintenance,Lower Middle Opening Inventory,0.9792746113989638
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Repairs and maintenance,Lower Middle Net Profit/Loss,0.9896373056994818
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Repairs and maintenance,Lower Middle Rent,0.8808290155440415
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Repairs and maintenance,% of Businesses Reporting.2,0.9455958549222798
cleaned_table_0.csv,cleaned_table_2.csv,JOIN,Lower Middle Repairs and maintenance,Top Quartile Wages and Benefits,0.9948186528497409
