Dataset 1,Dataset 2,Relation,Column 1,Column 2,Set Containment
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.11","['Lower Middle Total expenses\n2e quart Dépenses totales😇'
 'Lower Middle Total expenses\n2e quart Dépenses totales👉']",0.9256449165402124
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.11","['Upper Middle Net Profit/Loss\n3e quart Bénéfice/perte net👈'
 'Upper Middle Net Profit/Loss\n3e quart Bénéfice/perte net👀']",0.992412746585736
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.11","['Wages and Benefits\nSalaires et avantages sociaux🤔'
 'Wages and Benefits\nSalaires et avantages sociaux✔️']",0.9787556904400607
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.11","[""Operating expenses (indirect) \nDépenses d'exploitation (frais indirects)✨""
 ""Operating expenses (indirect) \nDépenses d'exploitation (frais indirects)💕""]",0.8694992412746586
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.11","[""Upper Middle Opening Inventory\n3e quart Stocks d'ouverture🫂""
 ""Upper Middle Opening Inventory\n3e quart Stocks d'ouverture💀""]",0.9453717754172989
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.11","[""Opening Inventory\nStocks d'ouverture💯""
 ""Opening Inventory\nStocks d'ouverture🙏""]",0.9681335356600911
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.11","['Top Quartile Cost of Sales\nQuart supérieur Coût de ventes (frais direct)👍'
 'Top Quartile Cost of Sales\nQuart supérieur Coût de ventes (frais direct)😭']",0.9241274658573596
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.11",['Rent\nLocation😬' 'Rent\nLocation🥹'],0.9150227617602428
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.11","['Upper Middle Wages and Benefits\n3e quart Salaires et avantages sociaux😅'
 'Upper Middle Wages and Benefits\n3e quart Salaires et avantages sociaux💩']",0.936267071320182
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.11","['Top Quartile Other expenses\nQuart supérieur Autres dépenses👉'
 'Top Quartile Other expenses\nQuart supérieur Autres dépenses🫶']",0.928679817905918
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.11","[""Lower Middle Opening Inventory\n2e quart Stocks d'ouverture❌""
 ""Lower Middle Opening Inventory\n2e quart Stocks d'ouverture🫶""]",0.921092564491654
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.11","['Lower Middle Net Profit/Loss\n2e quart Bénéfice/perte net😤'
 'Lower Middle Net Profit/Loss\n2e quart Bénéfice/perte net😍']",0.9590288315629742
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.11","['% of Businesses Reporting\n% des entreprises déclarantes.8👍'
 '% of Businesses Reporting\n% des entreprises déclarantes.8💯']",0.9726858877086495
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.11","['% of Businesses Reporting\n % des entreprises déclarantes😬'
 '% of Businesses Reporting\n % des entreprises déclarantes😂']",0.8649468892261002
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.11","['Top Quartile Wages and Benefits\nQuart supérieur Salaires et avantages sociaux😭'
 'Top Quartile Wages and Benefits\nQuart supérieur Salaires et avantages sociaux💩']",0.9711684370257967
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.11","['Lower Middle Cost of Sales\n2e quart Coût de ventes (frais direct)👀'
 'Lower Middle Cost of Sales\n2e quart Coût de ventes (frais direct)👈']",0.9878603945371776
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.11","['% of Businesses Reporting\n% des entreprises déclarantes💕'
 '% of Businesses Reporting\n% des entreprises déclarantes😬']",0.9301972685887708
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.11","['Top Quartile Amortization and depletion\nQuart supérieur Amortissement et tarissement🫶'
 'Top Quartile Amortization and depletion\nQuart supérieur Amortissement et tarissement👀']",0.9908952959028832
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.11","['% of Businesses Reporting\n% des entreprises déclarantes.11🎉'
 '% of Businesses Reporting\n% des entreprises déclarantes.11📍']",0.9575113808801214
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.11","['Top Quartile Closing Inventory\nQuart supérieurs Stock de fermeture🤔'
 'Top Quartile Closing Inventory\nQuart supérieurs Stock de fermeture🙏']",0.9772382397572079
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.11","['Upper Middle Rent\n3e quart Location👏'
 'Upper Middle Rent\n3e quart Location🤯']",0.8998482549317147
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.11",['Other expenses\nAutres dépenses👍' 'Other expenses\nAutres dépenses😬'],0.9650986342943855
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.11","[""Lower Middle Operating Expenses (indirect)\n2e Quart Dépenses d'exploitation (frais indirects)✔️""
 ""Lower Middle Operating Expenses (indirect)\n2e Quart Dépenses d'exploitation (frais indirects)💕""]",0.9499241274658573
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.11","['% of Businesses Reporting\n% des entreprises déclarantes.2👀'
 '% of Businesses Reporting\n% des entreprises déclarantes.2🤯']",0.9969650986342944
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.11","['Lower Middle Labour and Commissions\n2e quart Traitements et commissions😳'
 'Lower Middle Labour and Commissions\n2e quart Traitements et commissions💕']",0.9908952959028832
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.11","['Upper Middle Utilities and telephone/telecommunication\n3e quart Services publics et téléphone / télécommunication👈'
 'Upper Middle Utilities and telephone/telecommunication\n3e quart Services publics et téléphone / télécommunication🎉']",0.8330804248861912
table_0.csv,table_2.csv,JOIN,"Bottom Quartile Closing Inventory
Quart inférieurs Stock de fermeture","[""Bottom Quartile Operating Expenses (indirect)\nQuart inférieurs Dépenses d'exploitation (frais indirects)🤔""
 ""Bottom Quartile Operating Expenses (indirect)\nQuart inférieurs Dépenses d'exploitation (frais indirects)🙌""]",0.9014308426073132
table_0.csv,table_2.csv,JOIN,"Bottom Quartile Closing Inventory
Quart inférieurs Stock de fermeture","['Top Quartile Purchases, materials and sub-contracts\nquart supérieurs Achats, matériaux et sous-traitances😇'
 'Top Quartile Purchases, materials and sub-contracts\nquart supérieurs Achats, matériaux et sous-traitances🙌']",0.9443561208267091
table_0.csv,table_2.csv,JOIN,"Bottom Quartile Closing Inventory
Quart inférieurs Stock de fermeture","['Top Quartile Net Profit/Loss\nQuart supérieur Bénéfice/perte net💩'
 'Top Quartile Net Profit/Loss\nQuart supérieur Bénéfice/perte net😤']",0.8744038155802861
table_0.csv,table_2.csv,JOIN,"Bottom Quartile Closing Inventory
Quart inférieurs Stock de fermeture","['Upper Middle Amortization and depletion\n3e quart Amortissement et tarissement😬'
 'Upper Middle Amortization and depletion\n3e quart Amortissement et tarissement😊']",0.8330683624801272
table_0.csv,table_2.csv,JOIN,"Bottom Quartile Closing Inventory
Quart inférieurs Stock de fermeture","['Lower Middle Total expenses\n2e quart Dépenses totales😇'
 'Lower Middle Total expenses\n2e quart Dépenses totales👉']",0.9141494435612083
table_0.csv,table_2.csv,JOIN,"Bottom Quartile Closing Inventory
Quart inférieurs Stock de fermeture","['Upper Middle Net Profit/Loss\n3e quart Bénéfice/perte net👈'
 'Upper Middle Net Profit/Loss\n3e quart Bénéfice/perte net👀']",0.9411764705882353
table_0.csv,table_2.csv,JOIN,"Bottom Quartile Closing Inventory
Quart inférieurs Stock de fermeture","['Wages and Benefits\nSalaires et avantages sociaux🤔'
 'Wages and Benefits\nSalaires et avantages sociaux✔️']",0.9300476947535771
table_0.csv,table_2.csv,JOIN,"Bottom Quartile Closing Inventory
Quart inférieurs Stock de fermeture","[""Operating expenses (indirect) \nDépenses d'exploitation (frais indirects)✨""
 ""Operating expenses (indirect) \nDépenses d'exploitation (frais indirects)💕""]",0.8362480127186009
table_0.csv,table_2.csv,JOIN,"Bottom Quartile Closing Inventory
Quart inférieurs Stock de fermeture","[""Upper Middle Opening Inventory\n3e quart Stocks d'ouverture🫂""
 ""Upper Middle Opening Inventory\n3e quart Stocks d'ouverture💀""]",0.9141494435612083
table_0.csv,table_2.csv,JOIN,"Bottom Quartile Closing Inventory
Quart inférieurs Stock de fermeture","[""Opening Inventory\nStocks d'ouverture💯""
 ""Opening Inventory\nStocks d'ouverture🙏""]",0.9364069952305246
table_0.csv,table_2.csv,JOIN,"Bottom Quartile Closing Inventory
Quart inférieurs Stock de fermeture","['Top Quartile Cost of Sales\nQuart supérieur Coût de ventes (frais direct)👍'
 'Top Quartile Cost of Sales\nQuart supérieur Coût de ventes (frais direct)😭']",0.8998410174880763
table_0.csv,table_2.csv,JOIN,"Bottom Quartile Closing Inventory
Quart inférieurs Stock de fermeture",['Rent\nLocation😬' 'Rent\nLocation🥹'],0.8426073131955485
table_0.csv,table_2.csv,JOIN,"Bottom Quartile Closing Inventory
Quart inférieurs Stock de fermeture","['Upper Middle Wages and Benefits\n3e quart Salaires et avantages sociaux😅'
 'Upper Middle Wages and Benefits\n3e quart Salaires et avantages sociaux💩']",0.8966613672496025
table_0.csv,table_2.csv,JOIN,"Bottom Quartile Closing Inventory
Quart inférieurs Stock de fermeture","['Top Quartile Other expenses\nQuart supérieur Autres dépenses👉'
 'Top Quartile Other expenses\nQuart supérieur Autres dépenses🫶']",0.904610492845787
table_0.csv,table_2.csv,JOIN,"Bottom Quartile Closing Inventory
Quart inférieurs Stock de fermeture","[""Lower Middle Opening Inventory\n2e quart Stocks d'ouverture❌""
 ""Lower Middle Opening Inventory\n2e quart Stocks d'ouverture🫶""]",0.8585055643879174
table_0.csv,table_2.csv,JOIN,"Bottom Quartile Closing Inventory
Quart inférieurs Stock de fermeture","['Lower Middle Net Profit/Loss\n2e quart Bénéfice/perte net😤'
 'Lower Middle Net Profit/Loss\n2e quart Bénéfice/perte net😍']",0.8791732909379968
table_0.csv,table_2.csv,JOIN,"Bottom Quartile Closing Inventory
Quart inférieurs Stock de fermeture","['% of Businesses Reporting\n% des entreprises déclarantes.8👍'
 '% of Businesses Reporting\n% des entreprises déclarantes.8💯']",0.8696343402225755
table_0.csv,table_2.csv,JOIN,"Bottom Quartile Closing Inventory
Quart inférieurs Stock de fermeture","['Top Quartile Wages and Benefits\nQuart supérieur Salaires et avantages sociaux😭'
 'Top Quartile Wages and Benefits\nQuart supérieur Salaires et avantages sociaux💩']",0.9411764705882353
table_0.csv,table_2.csv,JOIN,"Bottom Quartile Closing Inventory
Quart inférieurs Stock de fermeture","['Lower Middle Cost of Sales\n2e quart Coût de ventes (frais direct)👀'
 'Lower Middle Cost of Sales\n2e quart Coût de ventes (frais direct)👈']",0.9538950715421304
table_0.csv,table_2.csv,JOIN,"Bottom Quartile Closing Inventory
Quart inférieurs Stock de fermeture","['% of Businesses Reporting\n% des entreprises déclarantes💕'
 '% of Businesses Reporting\n% des entreprises déclarantes😬']",0.821939586645469
table_0.csv,table_2.csv,JOIN,"Bottom Quartile Closing Inventory
Quart inférieurs Stock de fermeture","['Top Quartile Amortization and depletion\nQuart supérieur Amortissement et tarissement🫶'
 'Top Quartile Amortization and depletion\nQuart supérieur Amortissement et tarissement👀']",0.9475357710651828
table_0.csv,table_2.csv,JOIN,"Bottom Quartile Closing Inventory
Quart inférieurs Stock de fermeture","['% of Businesses Reporting\n% des entreprises déclarantes.11🎉'
 '% of Businesses Reporting\n% des entreprises déclarantes.11📍']",0.8044515103338633
table_0.csv,table_2.csv,JOIN,"Bottom Quartile Closing Inventory
Quart inférieurs Stock de fermeture","['Top Quartile Closing Inventory\nQuart supérieurs Stock de fermeture🤔'
 'Top Quartile Closing Inventory\nQuart supérieurs Stock de fermeture🙏']",0.9364069952305246
table_0.csv,table_2.csv,JOIN,"Bottom Quartile Closing Inventory
Quart inférieurs Stock de fermeture","['Upper Middle Rent\n3e quart Location👏'
 'Upper Middle Rent\n3e quart Location🤯']",0.8203497615262321
table_0.csv,table_2.csv,JOIN,"Bottom Quartile Closing Inventory
Quart inférieurs Stock de fermeture","['Bottom Quartile Closing Inventory\nQuart inférieurs Stock de fermeture💯'
 'Bottom Quartile Closing Inventory\nQuart inférieurs Stock de fermeture😬']",0.8585055643879174
table_0.csv,table_2.csv,JOIN,"Bottom Quartile Closing Inventory
Quart inférieurs Stock de fermeture",['Other expenses\nAutres dépenses👍' 'Other expenses\nAutres dépenses😬'],0.918918918918919
table_0.csv,table_2.csv,JOIN,"Bottom Quartile Closing Inventory
Quart inférieurs Stock de fermeture","[""Lower Middle Operating Expenses (indirect)\n2e Quart Dépenses d'exploitation (frais indirects)✔️""
 ""Lower Middle Operating Expenses (indirect)\n2e Quart Dépenses d'exploitation (frais indirects)💕""]",0.9284578696343402
table_0.csv,table_2.csv,JOIN,"Bottom Quartile Closing Inventory
Quart inférieurs Stock de fermeture","['% of Businesses Reporting\n% des entreprises déclarantes.2👀'
 '% of Businesses Reporting\n% des entreprises déclarantes.2🤯']",0.8982511923688394
table_0.csv,table_2.csv,JOIN,"Bottom Quartile Closing Inventory
Quart inférieurs Stock de fermeture","['Lower Middle Labour and Commissions\n2e quart Traitements et commissions😳'
 'Lower Middle Labour and Commissions\n2e quart Traitements et commissions💕']",0.9395866454689984
table_0.csv,table_2.csv,JOIN,"Lower Middle Amortization and depletion
2e quart Amortissement et tarissement","['Lower Middle Amortization and depletion\n2e quart Amortissement et tarissement🤯'
 'Lower Middle Amortization and depletion\n2e quart Amortissement et tarissement✔️']",0.888030888030888
table_0.csv,table_2.csv,JOIN,"Lower Middle Amortization and depletion
2e quart Amortissement et tarissement","[""Bottom Quartile Operating Expenses (indirect)\nQuart inférieurs Dépenses d'exploitation (frais indirects)🤔""
 ""Bottom Quartile Operating Expenses (indirect)\nQuart inférieurs Dépenses d'exploitation (frais indirects)🙌""]",0.9536679536679536
table_0.csv,table_2.csv,JOIN,"Lower Middle Amortization and depletion
2e quart Amortissement et tarissement","['Top Quartile Purchases, materials and sub-contracts\nquart supérieurs Achats, matériaux et sous-traitances😇'
 'Top Quartile Purchases, materials and sub-contracts\nquart supérieurs Achats, matériaux et sous-traitances🙌']",0.9498069498069498
table_0.csv,table_2.csv,JOIN,"Lower Middle Amortization and depletion
2e quart Amortissement et tarissement","['Top Quartile Net Profit/Loss\nQuart supérieur Bénéfice/perte net💩'
 'Top Quartile Net Profit/Loss\nQuart supérieur Bénéfice/perte net😤']",0.859073359073359
table_0.csv,table_2.csv,JOIN,"Lower Middle Amortization and depletion
2e quart Amortissement et tarissement","['Upper Middle Amortization and depletion\n3e quart Amortissement et tarissement😬'
 'Upper Middle Amortization and depletion\n3e quart Amortissement et tarissement😊']",0.9054054054054054
table_0.csv,table_2.csv,JOIN,"Lower Middle Amortization and depletion
2e quart Amortissement et tarissement","['Lower Middle Total expenses\n2e quart Dépenses totales😇'
 'Lower Middle Total expenses\n2e quart Dépenses totales👉']",0.8976833976833977
table_0.csv,table_2.csv,JOIN,"Lower Middle Amortization and depletion
2e quart Amortissement et tarissement","['Upper Middle Net Profit/Loss\n3e quart Bénéfice/perte net👈'
 'Upper Middle Net Profit/Loss\n3e quart Bénéfice/perte net👀']",0.972972972972973
table_0.csv,table_2.csv,JOIN,"Lower Middle Amortization and depletion
2e quart Amortissement et tarissement","['Wages and Benefits\nSalaires et avantages sociaux🤔'
 'Wages and Benefits\nSalaires et avantages sociaux✔️']",0.974903474903475
table_0.csv,table_2.csv,JOIN,"Lower Middle Amortization and depletion
2e quart Amortissement et tarissement","[""Operating expenses (indirect) \nDépenses d'exploitation (frais indirects)✨""
 ""Operating expenses (indirect) \nDépenses d'exploitation (frais indirects)💕""]",0.8281853281853282
table_0.csv,table_2.csv,JOIN,"Lower Middle Amortization and depletion
2e quart Amortissement et tarissement","[""Upper Middle Opening Inventory\n3e quart Stocks d'ouverture🫂""
 ""Upper Middle Opening Inventory\n3e quart Stocks d'ouverture💀""]",0.9382239382239382
table_0.csv,table_2.csv,JOIN,"Lower Middle Amortization and depletion
2e quart Amortissement et tarissement","[""Opening Inventory\nStocks d'ouverture💯""
 ""Opening Inventory\nStocks d'ouverture🙏""]",0.9671814671814671
table_0.csv,table_2.csv,JOIN,"Lower Middle Amortization and depletion
2e quart Amortissement et tarissement","['Top Quartile Cost of Sales\nQuart supérieur Coût de ventes (frais direct)👍'
 'Top Quartile Cost of Sales\nQuart supérieur Coût de ventes (frais direct)😭']",0.9227799227799228
table_0.csv,table_2.csv,JOIN,"Lower Middle Amortization and depletion
2e quart Amortissement et tarissement",['Rent\nLocation😬' 'Rent\nLocation🥹'],0.8976833976833977
table_0.csv,table_2.csv,JOIN,"Lower Middle Amortization and depletion
2e quart Amortissement et tarissement","['Upper Middle Wages and Benefits\n3e quart Salaires et avantages sociaux😅'
 'Upper Middle Wages and Benefits\n3e quart Salaires et avantages sociaux💩']",0.9247104247104247
table_0.csv,table_2.csv,JOIN,"Lower Middle Amortization and depletion
2e quart Amortissement et tarissement","['Top Quartile Other expenses\nQuart supérieur Autres dépenses👉'
 'Top Quartile Other expenses\nQuart supérieur Autres dépenses🫶']",0.8957528957528957
table_0.csv,table_2.csv,JOIN,"Lower Middle Amortization and depletion
2e quart Amortissement et tarissement","[""Lower Middle Opening Inventory\n2e quart Stocks d'ouverture❌""
 ""Lower Middle Opening Inventory\n2e quart Stocks d'ouverture🫶""]",0.9324324324324325
table_0.csv,table_2.csv,JOIN,"Lower Middle Amortization and depletion
2e quart Amortissement et tarissement","['Lower Middle Net Profit/Loss\n2e quart Bénéfice/perte net😤'
 'Lower Middle Net Profit/Loss\n2e quart Bénéfice/perte net😍']",0.9401544401544402
table_0.csv,table_2.csv,JOIN,"Lower Middle Amortization and depletion
2e quart Amortissement et tarissement","['% of Businesses Reporting\n% des entreprises déclarantes.8👍'
 '% of Businesses Reporting\n% des entreprises déclarantes.8💯']",0.9324324324324325
table_0.csv,table_2.csv,JOIN,"Lower Middle Amortization and depletion
2e quart Amortissement et tarissement","['Top Quartile Wages and Benefits\nQuart supérieur Salaires et avantages sociaux😭'
 'Top Quartile Wages and Benefits\nQuart supérieur Salaires et avantages sociaux💩']",0.9691119691119691
table_0.csv,table_2.csv,JOIN,"Lower Middle Amortization and depletion
2e quart Amortissement et tarissement","['Lower Middle Cost of Sales\n2e quart Coût de ventes (frais direct)👀'
 'Lower Middle Cost of Sales\n2e quart Coût de ventes (frais direct)👈']",0.974903474903475
table_0.csv,table_2.csv,JOIN,"Lower Middle Amortization and depletion
2e quart Amortissement et tarissement","['% of Businesses Reporting\n% des entreprises déclarantes💕'
 '% of Businesses Reporting\n% des entreprises déclarantes😬']",0.8996138996138996
table_0.csv,table_2.csv,JOIN,"Lower Middle Amortization and depletion
2e quart Amortissement et tarissement","['Top Quartile Amortization and depletion\nQuart supérieur Amortissement et tarissement🫶'
 'Top Quartile Amortization and depletion\nQuart supérieur Amortissement et tarissement👀']",0.974903474903475
table_0.csv,table_2.csv,JOIN,"Lower Middle Amortization and depletion
2e quart Amortissement et tarissement","['% of Businesses Reporting\n% des entreprises déclarantes.11🎉'
 '% of Businesses Reporting\n% des entreprises déclarantes.11📍']",0.88996138996139
table_0.csv,table_2.csv,JOIN,"Lower Middle Amortization and depletion
2e quart Amortissement et tarissement","['Top Quartile Closing Inventory\nQuart supérieurs Stock de fermeture🤔'
 'Top Quartile Closing Inventory\nQuart supérieurs Stock de fermeture🙏']",0.9652509652509652
table_0.csv,table_2.csv,JOIN,"Lower Middle Amortization and depletion
2e quart Amortissement et tarissement","['Upper Middle Rent\n3e quart Location👏'
 'Upper Middle Rent\n3e quart Location🤯']",0.8918918918918919
table_0.csv,table_2.csv,JOIN,"Lower Middle Amortization and depletion
2e quart Amortissement et tarissement",['Other expenses\nAutres dépenses👍' 'Other expenses\nAutres dépenses😬'],0.9343629343629344
table_0.csv,table_2.csv,JOIN,"Lower Middle Amortization and depletion
2e quart Amortissement et tarissement","[""Lower Middle Operating Expenses (indirect)\n2e Quart Dépenses d'exploitation (frais indirects)✔️""
 ""Lower Middle Operating Expenses (indirect)\n2e Quart Dépenses d'exploitation (frais indirects)💕""]",0.9266409266409267
table_0.csv,table_2.csv,JOIN,"Lower Middle Amortization and depletion
2e quart Amortissement et tarissement","['% of Businesses Reporting\n% des entreprises déclarantes.2👀'
 '% of Businesses Reporting\n% des entreprises déclarantes.2🤯']",0.9671814671814671
table_0.csv,table_2.csv,JOIN,"Lower Middle Amortization and depletion
2e quart Amortissement et tarissement","['Lower Middle Labour and Commissions\n2e quart Traitements et commissions😳'
 'Lower Middle Labour and Commissions\n2e quart Traitements et commissions💕']",0.972972972972973
table_0.csv,table_2.csv,JOIN,"Lower Middle Amortization and depletion
2e quart Amortissement et tarissement","['Upper Middle Utilities and telephone/telecommunication\n3e quart Services publics et téléphone / télécommunication👈'
 'Upper Middle Utilities and telephone/telecommunication\n3e quart Services publics et téléphone / télécommunication🎉']",0.8436293436293436
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.15","[""Bottom Quartile Operating Expenses (indirect)\nQuart inférieurs Dépenses d'exploitation (frais indirects)🤔""
 ""Bottom Quartile Operating Expenses (indirect)\nQuart inférieurs Dépenses d'exploitation (frais indirects)🙌""]",0.8170731707317073
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.15","['Top Quartile Purchases, materials and sub-contracts\nquart supérieurs Achats, matériaux et sous-traitances😇'
 'Top Quartile Purchases, materials and sub-contracts\nquart supérieurs Achats, matériaux et sous-traitances🙌']",0.8536585365853658
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.15","['Top Quartile Net Profit/Loss\nQuart supérieur Bénéfice/perte net💩'
 'Top Quartile Net Profit/Loss\nQuart supérieur Bénéfice/perte net😤']",1.0
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.15","['% of Businesses Reporting \n% des entreprises déclarantes🫂'
 '% of Businesses Reporting \n% des entreprises déclarantes❌']",0.8170731707317073
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.15","['Lower Middle Total expenses\n2e quart Dépenses totales😇'
 'Lower Middle Total expenses\n2e quart Dépenses totales👉']",0.9634146341463414
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.15","['Upper Middle Net Profit/Loss\n3e quart Bénéfice/perte net👈'
 'Upper Middle Net Profit/Loss\n3e quart Bénéfice/perte net👀']",0.926829268292683
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.15","[""Opening Inventory\nStocks d'ouverture💯""
 ""Opening Inventory\nStocks d'ouverture🙏""]",0.8658536585365854
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.15","['Top Quartile Cost of Sales\nQuart supérieur Coût de ventes (frais direct)👍'
 'Top Quartile Cost of Sales\nQuart supérieur Coût de ventes (frais direct)😭']",0.8048780487804879
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.15","['Top Quartile Other expenses\nQuart supérieur Autres dépenses👉'
 'Top Quartile Other expenses\nQuart supérieur Autres dépenses🫶']",1.0
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.15","[""Top Quartile Operating Expenses (indirect)\nQuart supérieur Dépenses d'exploitation (frais indirects)😭""
 ""Top Quartile Operating Expenses (indirect)\nQuart supérieur Dépenses d'exploitation (frais indirects)🔥""]",0.8902439024390244
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.15","['% of Businesses Reporting\n% des entreprises déclarantes.13😜'
 '% of Businesses Reporting\n% des entreprises déclarantes.13🤯']",1.0
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.15","['% of Businesses Reporting\n % des entreprises déclarantes😬'
 '% of Businesses Reporting\n % des entreprises déclarantes😂']",0.8658536585365854
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.15","['Lower Middle Cost of Sales\n2e quart Coût de ventes (frais direct)👀'
 'Lower Middle Cost of Sales\n2e quart Coût de ventes (frais direct)👈']",0.8414634146341463
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.15","['Top Quartile Amortization and depletion\nQuart supérieur Amortissement et tarissement🫶'
 'Top Quartile Amortization and depletion\nQuart supérieur Amortissement et tarissement👀']",0.8048780487804879
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.15",['Other expenses\nAutres dépenses👍' 'Other expenses\nAutres dépenses😬'],0.9024390243902439
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.15","[""Lower Middle Operating Expenses (indirect)\n2e Quart Dépenses d'exploitation (frais indirects)✔️""
 ""Lower Middle Operating Expenses (indirect)\n2e Quart Dépenses d'exploitation (frais indirects)💕""]",1.0
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.15","['% of Businesses Reporting\n% des entreprises déclarantes.14✨'
 '% of Businesses Reporting\n% des entreprises déclarantes.14😇']",1.0
table_0.csv,table_2.csv,JOIN,"% of Businesses Reporting
% des entreprises déclarantes.15","['% of Businesses Reporting\n% des entreprises déclarantes.15😬'
 '% of Businesses Reporting\n% des entreprises déclarantes.15❤️']",0.9512195121951219
table_0.csv,table_2.csv,JOIN,"Quality Indicator
Indicateurs de qualité.18","['Quality Indicator\nIndicateurs de qualité.10👀'
 'Quality Indicator\nIndicateurs de qualité.10😬']",1.0
table_0.csv,table_2.csv,JOIN,"Quality Indicator
Indicateurs de qualité.18","['Quality Indicator\nIndicateurs de qualité.9😜'
 'Quality Indicator\nIndicateurs de qualité.9😏']",1.0
table_0.csv,table_2.csv,JOIN,"Quality Indicator
Indicateurs de qualité.18","['Quality Indicator\nIndicateurs de qualité.6😡'
 'Quality Indicator\nIndicateurs de qualité.6😅']",1.0
table_0.csv,table_2.csv,JOIN,"Quality Indicator
Indicateurs de qualité.18","['Quality Indicator\nIndicateurs de qualité.1👏'
 'Quality Indicator\nIndicateurs de qualité.1😡']",1.0
table_0.csv,table_2.csv,JOIN,"Quality Indicator
Indicateurs de qualité.18","['Quality Indicator\nIndicateurs de qualité.18🤯'
 'Quality Indicator\nIndicateurs de qualité.18😎']",1.0
table_0.csv,table_2.csv,JOIN,"Quality Indicator
Indicateurs de qualité.18","['Quality Indicator\nIndicateurs de qualité.8🙌'
 'Quality Indicator\nIndicateurs de qualité.8😅']",1.0
table_0.csv,table_2.csv,JOIN,"Quality Indicator
Indicateurs de qualité.18","['Quality Indicator\nIndicateurs de qualité.13🥹'
 'Quality Indicator\nIndicateurs de qualité.13👉']",1.0
table_0.csv,table_2.csv,JOIN,"Quality Indicator
Indicateurs de qualité.18","['Quality Indicator\nIndicateurs de qualité.17🎉'
 'Quality Indicator\nIndicateurs de qualité.17🤔']",1.0
