qd13_9,qc1_5_2,qc1_3_7,qd13_4,qe10_1,qc1_3_5,qi1_6,qj1,qe10a,Region,qd12_8_other,qj3_1,qb6,SEG,qc4_5,qe5_5,qc1_1_2,qe5_4,QD1_2,qc1_1_1,qh1_2,qj4_4,qe11_10,qg5,qi2a_8,qe10_10,qd12_8,qc1_3_1,qd12_7,qi1_3,qe5_10,qg6
Yes,No,No,No,No,No,Yes,Working full time (30hrs+ per week),No,East Midlands,,1,East Midlands,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,Yes,No,0.0,No,No,No,,Fairly satisfied,No,No,,No,,No,No,Fairly satisfied
No,No,No,Yes,No,No,Yes,Not working (less than 8hrs per week) retired,Yes,London/Greater London,,2,London/Greater London,"High managerial, administrative or professional",Essential,,No,,0.0,Yes,No,No,,Very satisfied,No,No,,Yes,,No,,Fairly satisfied
Yes,No,No,No,No,No,Yes,Not working (less than 8hrs per week) housewife/ househusband,No,North West,x,2,,"Supervisor; clerical; junior managerial, administrative or professional",Not very important,No,No,No,0.0,Yes,No,No,No change,Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied,No,No,No change,Yes,No change,No,No,Very satisfied
No,Yes,No,,Yes,No,Yes,Not working (less than 8hrs per week) retired,No,London/Greater London,Na,3,,"High managerial, administrative or professional",Essential,No,Yes,No,0.0,No,Yes,No,No change,Very dissatisfied,No,No,Dont know,No,Much more,No,No,Very dissatisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,Yes,Rest of Scotland,X,4,Rest of Scotland,Unemployed,Essential,No,No,No,0.0,No,Yes,No,No change,Neither satisfied or dissatisfied,Yes,No,Dont know,No,No change No change No change No change No change No change,No,No,Fairly satisfied
No,No,No,No,Yes,No,Yes,Not working (less than 8hrs per week) unemployed/ looking for work,Yes,West Midlands,x,4,West Midlands West Midlands West Midlands West Midlands West Midlands West Midlands West Midlands,Semi-skilled or unskilled manual worker,Not very important,No,Yes,No,0.0,,No,No,Much less,Fairly satisfied,No,No,No change,Yes,Much less,Yes,No,Fairly satisfied
,No,No,No,,No,Yes,Not working (less than 8hrs per week) retired,No,Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland,x,2,Rest of Scotland,"Intermediate managerial, administrative or professional",Fairly important,No,No,No,0.0,Yes,No,No,No change,Very satisfied,No,,No change,Yes,No change,No,No,Very satisfied
No,No,No,Yes,No,No,Yes,Working full time (30hrs+ per week),Yes,Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland,x,2,,"Intermediate managerial, administrative or professional",Fairly important,No,No,Yes,0.0,No,No,No,No change,Neither satisfied or dissatisfied,No,No,No change,No,Slightly more,No,No,Fairly satisfied
,,,,No,,Yes,Working part time (8-29hrs per week),No,Wales,x,1,Wales,"Supervisor; clerical; junior managerial, administrative or professional",,,,,1.0,,No,No,No change,Very satisfied,No,No,Dont know,,No change,No,,Very satisfied
No,No,No,Yes,Yes,No,Yes,Working full time (30hrs+ per week),,South West South West South West South West,Xx,3,,"Intermediate managerial, administrative or professional",Essential,,No,,1.0,No,No,No,,Fairly satisfied,Yes,No,No change,No,No change,No,,Fairly satisfied
,,,,Yes,,Yes,Working full time (30hrs+ per week),Yes,Rest of Scotland,X,2,,"Supervisor; clerical; junior managerial, administrative or professional",,Yes,,Yes,0.0,,No,No,Much less,Very dissatisfied Very dissatisfied Very dissatisfied Very dissatisfied Very dissatisfied Very dissatisfied Very dissatisfied Very dissatisfied Very dissatisfied,No,No,Dont know,,Slightly less,Yes,Yes,Fairly dissatisfied
No,No,No,Yes,Yes,No,Yes,Working part time (8-29hrs per week),Yes,North West North West North West North West North West North West North West,X,1,North West,"Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional",Essential,,No,,0.0,Yes,No,No,Much less,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied,,No,Much less,Yes,Slightly more,No,,Fairly satisfied
No,No,No,No,Yes,No,Yes,Working part time (8-29hrs per week),No,East Midlands,,2,East Midlands East Midlands East Midlands East Midlands,Skilled manual worker,Fairly important,No,Yes,No,1.0,Yes,No,No,,Fairly satisfied,,No,,Yes,,No,No,Fairly satisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) retired,,Yorkshire/Humberside,X,2,Yorkshire/Humberside,"Intermediate managerial, administrative or professional",Essential,No,No,No,2.0,No,No,No,Much more,Fairly satisfied,,No,Dont know,,Slightly less,No,No,Fairly satisfied
,,,,Yes,,Yes,Working full time (30hrs+ per week),No,Northern Ireland,X,2,Northern Ireland,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,0.0,,Yes,No,No change,Fairly satisfied,,No,Dont know,,Slightly more,Yes,No,Fairly satisfied
,,,,Yes,,Yes,Not working (less than 8hrs per week) retired,No,West Midlands West Midlands West Midlands West Midlands West Midlands West Midlands West Midlands,x,2,West Midlands,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,0.0,,Yes,No,Slightly less,Fairly satisfied,,No,Dont know,,Much less,No,No,Fairly satisfied
No,Yes,No,Yes,Yes,No,Yes,Not working (less than 8hrs per week) retired,No,South West,,1,South West,"Supervisor; clerical; junior managerial, administrative or professional",Essential,,Yes,,1.0,Yes,No,No,,Fairly satisfied,No,No,,Yes,,No,,Fairly satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) retired,No,North East North East North East North East North East North East North East North East,X,3,North East,Semi-skilled or unskilled manual worker,,,,,0.0,,No,No,No change,Fairly satisfied,No,No,Dont know,,No change,No,,Fairly satisfied
,,,,,,Yes,Not working (less than 8hrs per week) student,No,South East,X,2,,Semi-skilled or unskilled manual worker,,No,,No,0.0,,No,No,Much more,Fairly satisfied,,,No change No change No change No change,,No change,No,No,Fairly satisfied
No,No,No,Yes,No,No,Yes,Working full time (30hrs+ per week),No,London/Greater London,,1,London/Greater London,Semi-skilled or unskilled manual worker,,,No,,0.0,Yes,No,No,Slightly less,Fairly satisfied,No,No,,Yes,Much less,No,,Fairly satisfied
No,No,No,Yes,No,No,Yes,Not working (less than 8hrs per week) retired,Yes,North East North East North East North East North East North East,,2,North East,"Intermediate managerial, administrative or professional",Essential,No,Yes,No,0.0,No,Yes,No,,Fairly satisfied,No,No,,No,,No,No,Fairly satisfied
No,No,No,No,No,No,Yes,Working part time (8-29hrs per week),No,Rest of Scotland,x,2,Rest of Scotland,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,No,No,0.0,No,No,No,Slightly more,Fairly satisfied,Yes,No,Dont know,Yes,No change,Yes,No,Very satisfied
No,Yes,No,Yes,No,No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,,North East,X,1,,Unemployed,Essential,No,Yes,Yes,0.0,No,No,No,Much more,Very satisfied,No,No,No change,No,Slightly more,No,No,Very satisfied
,,,,,,Yes,Working full time (30hrs+ per week),Yes,Rest of Scotland,x,2,,"Supervisor; clerical; junior managerial, administrative or professional",,,,,2.0,,No,No,No change No change No change No change No change No change No change,Fairly satisfied,No,,Dont know,,No change,No,,Fairly satisfied
No,No,No,Yes,Yes,No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,,Wales,X,5,Wales,Housewife / househusband,Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important,No,No,No,0.0,No,No,No,No change,Fairly satisfied,No,No,No change No change No change No change No change No change No change No change No change,No,No change,No,No,Fairly satisfied
No,No,No,No,No,No,Yes,Working full time (30hrs+ per week),,Yorkshire/Humberside,X,2,Yorkshire/Humberside,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,Yes,No,1.0,Yes,No,No,Slightly more,Fairly satisfied,Yes,No,Dont know Dont know Dont know,Yes,Slightly more,Yes,No,Fairly satisfied
Yes,No,No,No,Yes,No,No,Working full time (30hrs+ per week),Yes,Northern Ireland,,2,,"Supervisor; clerical; junior managerial, administrative or professional",Not very important,No,No,No,0.0,No,No,No,,Very satisfied,No,No,,No,,No,No,Fairly satisfied
,,,,,,Yes,Working part time (8-29hrs per week),No,Northern Ireland,X,1,,Semi-skilled or unskilled manual worker Semi-skilled or unskilled manual worker Semi-skilled or unskilled manual worker,,,,,0.0,,No,No,No change,Very satisfied,No,,Dont know,,No change,No,,
No,No,No,Yes,Yes,No,Yes,Not working (less than 8hrs per week) retired,No,North West,,4,North West North West North West North West North West North West North West North West North West,Skilled manual worker,Not very important,No,No,No,0.0,Yes,No,No,,Fairly satisfied,No,No,,Yes,,No,No,Fairly satisfied
No,No,No,Yes,No,No,Yes,Working part time (8-29hrs per week),Yes,London/Greater London,,1,London/Greater London,"High managerial, administrative or professional",Essential,No,No,Yes,1.0,Yes,No,No,,Neither satisfied or dissatisfied,,No,,No,,Yes,No,Fairly satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) retired,Yes,West Midlands,x,2,West Midlands,"Intermediate managerial, administrative or professional",,,,,0.0,,No,No,No change,Fairly satisfied,No,No,Dont know,,No change,No,,Fairly satisfied
No,Yes,No,No,Yes,No,Yes,Working part time (8-29hrs per week) Working part time (8-29hrs per week),Yes,Wales,X,3,Wales,"Intermediate managerial, administrative or professional",Essential,No,Yes,No,0.0,Yes,No,No,No change No change No change No change No change No change No change No change,Very satisfied,No,No,Dont know,Yes,No change No change No change,Yes,No,Very satisfied
No,No,No,No,,No,Yes,,Yes,Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland,,2,Rest of Scotland,Skilled manual worker,Fairly important,No,No,No,4.0,No,No,No,No change,Very satisfied,No,,,No,Slightly more Slightly more Slightly more Slightly more Slightly more Slightly more Slightly more,No,No,Very satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) unemployed/ looking for work,No,Wales,X,2,Wales,"Intermediate managerial, administrative or professional",,No,,No,3.0,,Yes,No,No change,Fairly satisfied,,No,Dont know,,,No,No,Fairly satisfied
No,Yes,No,Yes,No,No,No,Working full time (30hrs+ per week),Yes,South East,,2,South East South East South East,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,No,No,0.0,No,No,No,,Fairly satisfied,,No,,No,,No,No,Fairly satisfied
Yes,No,No,No,No,No,No,Not working (less than 8hrs per week) retired,,Rest of Scotland,X,1,Rest of Scotland,"Intermediate managerial, administrative or professional",Not very important,,No,,0.0,Yes,No,No,No change,Fairly satisfied,,No,No change,Yes,No change,No,,Fairly satisfied
No,No,No,Yes,,No,No,Not working (less than 8hrs per week) unable to work due to disability/other,,Northern Ireland,X,1,Northern Ireland,Unemployed,Not very important,No,Yes,No,0.0,Yes,No,No,Much more Much more Much more Much more Much more Much more Much more,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied,Yes,,No change No change No change,Yes,Slightly more,No,No,Very satisfied
Yes,No,No,No,,No,No,Not working (less than 8hrs per week) student,No,North West,,3,North West,"Intermediate managerial, administrative or professional",Fairly important,,No,,0.0,No,No,No,,Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied,,,,No,,Yes,,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) housewife/ househusband,No,North West,x,2,,Unemployed,,,,,0.0,,No,No,No change,Fairly satisfied,No,No,Dont know Dont know Dont know Dont know Dont know Dont know Dont know,,,Yes,,Fairly satisfied
No,Yes,No,No,No,No,No,Working part time (8-29hrs per week),No,East Midlands,,2,East Midlands East Midlands,"Supervisor; clerical; junior managerial, administrative or professional",Essential,,Yes,,24.0,No,No,No,,Fairly satisfied,,No,,No,,No,,Fairly satisfied
No,No,No,Yes,No,No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,No,South East,,1,South East,Housewife / househusband,Not very important,No,No,No,0.0,Yes,No,No,,Fairly satisfied,No,No,,Yes,,Yes,No,Very satisfied
No,No,No,No,Yes,No,Yes,Working full time (30hrs+ per week),,North West,x,3,North West,"Supervisor; clerical; junior managerial, administrative or professional",Essential,No,Yes,No,0.0,No,No,No,No change,Fairly satisfied,No,No,Slightly less,No,No change,No,No,Fairly satisfied
No,No,No,No,,No,Yes,Working full time (30hrs+ per week),Yes,South West,,2,South West,"Intermediate managerial, administrative or professional",Fairly important,No,No,No,0.0,Yes,Yes,No,,Fairly satisfied,Yes,,,No,,No,No,Very satisfied
No,No,No,No,No,No,Yes,Working full time (30hrs+ per week),,North East,none,2,North East,"Intermediate managerial, administrative or professional",Not very important,,No,,0.0,No,No,No,No change,Fairly satisfied,No,No,No change,No,No change,No,,Fairly satisfied
No,No,No,No,Yes,No,Yes,Working full time (30hrs+ per week),Yes,London/Greater London,X,2,,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,No,Yes,0.0,No,No,No,No change,Very satisfied,No,No,Dont know,No,No change,Yes,No,Very satisfied
Yes,No,No,No,No,No,Yes,Not working (less than 8hrs per week) retired,No,Northern Ireland,,1,,"High managerial, administrative or professional",Not very important,,,,0.0,Yes,No,Yes,,Fairly satisfied,No,No,,Yes,,No,,Fairly satisfied
,,,,No,,No,Not working (less than 8hrs per week) unable to work due to disability/other,Yes,Northern Ireland,x,5,Northern Ireland,Semi-skilled or unskilled manual worker,,No,,No,0.0,,No,No,No change,Fairly satisfied,No,No,No change,,No change,No,No,Fairly satisfied
Yes,No,No,No,Yes,No,No,Working full time (30hrs+ per week),No,South East,,3,,"Intermediate managerial, administrative or professional",Essential,,No,,0.0,No,No,No,,Very satisfied,No,No,,No,,No,,Very satisfied
Yes,No,No,No,No,No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,,South East,,1,South East,Unemployed,Fairly important,,No,,0.0,Yes,No,No,No change,Fairly satisfied,No,No,,Yes,No change,Yes,,Very satisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) retired,,Northern Ireland,x,2,Northern Ireland,Housewife / househusband Housewife / househusband Housewife / househusband Housewife / househusband,Fairly important,No,No,No,1.0,No,No,No,,Very satisfied,,No,Slightly less,No,Slightly less,Yes,No,Very satisfied
No,Yes,No,Yes,No,No,Yes,Working full time (30hrs+ per week),No,North East North East North East North East North East North East,,2,North East,Semi-skilled or unskilled manual worker,Essential,No,Yes,No,0.0,No,No,No,,Fairly satisfied,No,No,,No,,Yes,No,Fairly satisfied
Yes,No,No,No,No,No,Yes,Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week),No,Rest of Scotland,,1,,Semi-skilled or unskilled manual worker,Not very important,No,No,No,0.0,Yes,No,No,,Fairly satisfied,No,No,,No,,No,No,Fairly satisfied
No,No,No,Yes,No,No,Yes,Working part time (8-29hrs per week),Yes,Rest of Scotland,,2,Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland,Semi-skilled or unskilled manual worker Semi-skilled or unskilled manual worker Semi-skilled or unskilled manual worker Semi-skilled or unskilled manual worker Semi-skilled or unskilled manual worker Semi-skilled or unskilled manual worker Semi-skilled or unskilled manual worker Semi-skilled or unskilled manual worker Semi-skilled or unskilled manual worker,Irrelevant,No,No,No,0.0,No,Yes,No,,Fairly satisfied,,No,,Yes,,No,No,Fairly satisfied
Yes,No,No,No,Yes,No,Yes,Working full time (30hrs+ per week),No,Rest of Scotland,,2,,"Supervisor; clerical; junior managerial, administrative or professional",Essential,No,No,No,0.0,No,No,No,No change,Fairly satisfied,Yes,No,,No,No change,No,No,Very satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) retired,Yes,Rest of Scotland,X,1,Rest of Scotland,"Intermediate managerial, administrative or professional",,No,,No,0.0,,No,No,Much less,Very satisfied,No,No,Dont know,,Much less,No,No,Very satisfied
No,No,No,No,Yes,No,Yes,Working part time (8-29hrs per week),Yes,Wales,,1,Wales,"Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional",Irrelevant,No,No,No,0.0,Yes,No,No,,Fairly satisfied,No,No,,Yes,,No,No,Fairly satisfied
,,,,,,Yes,Working full time (30hrs+ per week),Yes,West Midlands,X,2,West Midlands,"Intermediate managerial, administrative or professional",,No,,Yes,4.0,,Yes,No,Slightly less,Fairly satisfied,No,,Dont know,,Much more,Yes,No,Very satisfied
No,No,No,Yes,No,No,Yes,Not working (less than 8hrs per week) unemployed/ looking for work,Yes,Northern Ireland,,3,Northern Ireland,"Intermediate managerial, administrative or professional",Essential,No,Yes,No,0.0,Yes,Yes,No,,Neither satisfied or dissatisfied,Yes,No,,Yes,,No,No,Fairly satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) unemployed/ looking for work,No,Wales,x,1,Wales,Unemployed,,,,,0.0,,No,No,Much less,Fairly satisfied,No,No,Dont know,,Much less,No,,Very satisfied
No,Yes,No,No,Yes,No,Yes,Not working (less than 8hrs per week) student,Yes,South East,,1,South East,Student,Essential,No,Yes,No,1.0,No,No,No,,Very satisfied,No,No,,Yes,,No,Yes,Very satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) retired,Yes,East Anglia/East of England,,2,East Anglia/East of England,Skilled manual worker,,,,,0.0,,No,No,No change,Fairly satisfied,No,,Dont know,,No change,No,,Neither satisfied or dissatisfied
No,No,No,No,,No,Yes,Not working (less than 8hrs per week) retired,No,Wales,,1,Wales,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,Yes,No,3.0,No,No,No,,Neither satisfied or dissatisfied,No,,,No,,No,No,Neither satisfied or dissatisfied
,,,,,,No,Not working (less than 8hrs per week) student,No,Northern Ireland,,3,Northern Ireland,Skilled manual worker,,No,,No,0.0,,No,No,No change,Fairly satisfied,,,No change,,Dont know,No,No,Very satisfied
No,No,No,No,,No,No,Working full time (30hrs+ per week),,London/Greater London,x,3,London/Greater London,"High managerial, administrative or professional",Essential,No,Yes,No,1.0,No,No,No,No change,Fairly satisfied,,,No change,Yes,Slightly more,No,No,Fairly satisfied
Yes,,No,No,,No,No,Not working (less than 8hrs per week) retired,,East Anglia/East of England,x,2,,Skilled manual worker,Not very important,,No,,0.0,Yes,No,No,No change,Fairly satisfied,,,No change,No,No change,No,,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) retired,Yes,West Midlands,X,1,West Midlands,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,0.0,,Yes,Yes,Slightly more,Fairly satisfied,Yes,No,Dont know,,Much less,No,No,Fairly satisfied
No,No,No,No,Yes,No,No,Not working (less than 8hrs per week) retired,No,Rest of Scotland,,2,Rest of Scotland,"Intermediate managerial, administrative or professional",Fairly important,,No,,0.0,No,No,No,Slightly less,Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied,No,No,,Yes,No change,No,,Neither satisfied or dissatisfied
No,No,No,No,No,No,Yes,Working full time (30hrs+ per week),Yes,Rest of Scotland,,2,,Skilled manual worker Skilled manual worker Skilled manual worker,Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important,No,No,No,0.0,No,No,No,,Very satisfied,No,No,,No,,No,No,Fairly satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),No,North East,x,1,North East,Skilled manual worker,,No,,No,0.0,,No,No,No change,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied,No,No,Dont know,,No change,Yes,No,Fairly satisfied
No,No,No,Yes,Yes,No,Yes,Working full time (30hrs+ per week),Yes,North East,x,2,North East,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,,No,,0.0,No,No,No,No change,Fairly satisfied,,No,Dont know,Yes,No change No change No change No change No change No change,No,,Neither satisfied or dissatisfied
Yes,Yes,No,No,No,No,No,Not working (less than 8hrs per week) housewife/ househusband,No,South West,,2,South West,Skilled manual worker,Essential,No,Yes,No,0.0,No,Yes,No,,Neither satisfied or dissatisfied,,No,,,,No,No,Neither satisfied or dissatisfied
,,,,No,,No,Working part time (8-29hrs per week),Yes,Northern Ireland Northern Ireland Northern Ireland Northern Ireland,X,2,,"Supervisor; clerical; junior managerial, administrative or professional",,,,,0.0,,No,No,Slightly more,Very satisfied,Yes,No,Dont know,,Slightly more Slightly more Slightly more Slightly more Slightly more Slightly more Slightly more,No,,Very satisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) retired,,East Anglia/East of England,X,2,East Anglia/East of England,"Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional",Fairly important,Yes,No,Yes,2.0,No,No,No,No change,Fairly satisfied,No,No,Dont know Dont know Dont know Dont know Dont know,No,No change,Yes,No,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied
,,,,No,,No,Not working (less than 8hrs per week) retired,No,Northern Ireland,X,2,,Skilled manual worker,,,,,0.0,,No,No,No change,Very satisfied,,No,Dont know,,No change,No,,Very satisfied
No,No,No,Yes,,No,Yes,Not working (less than 8hrs per week) student,,South East,X,3,South East,"High managerial, administrative or professional",Not very important,No,No,No,1.0,Yes,No,No,Dont know,Fairly satisfied,No,,Dont know,Yes,Slightly more,Yes,No,Very satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),Yes,Wales,x,2,Wales,"Intermediate managerial, administrative or professional",,No,,No,0.0,,Yes,No,No change,Very satisfied,No,No,Dont know Dont know Dont know Dont know,,No change,No,No,Fairly satisfied
,,,,Yes,,Yes,Not working (less than 8hrs per week) unemployed/ looking for work,Yes,Wales,X,3,Wales,Unemployed,,,,,5.0,,No,No,No change,Very satisfied,No,No,Dont know,,No change,No,,Very satisfied
No,No,No,Yes,No,No,Yes,Not working (less than 8hrs per week) student,No,Wales,X,4,Wales,"Supervisor; clerical; junior managerial, administrative or professional",Essential,,No,,0.0,No,No,No,No change No change No change No change No change No change,Fairly satisfied,No,No,No change,No,Slightly more,Yes,,Fairly satisfied
No,No,No,No,Yes,No,Yes,Working part time (8-29hrs per week),Yes,Wales,X,1,Wales,"Supervisor; clerical; junior managerial, administrative or professional",Essential,,No,,0.0,Yes,Yes,No,No change,Fairly satisfied,No,No,No change,Yes,No change,Yes,,
,,,,,,No,Not working (less than 8hrs per week) retired,No,South East,X,3,,Semi-skilled or unskilled manual worker,,No,,No,0.0,,No,No,Slightly more,Very satisfied,No,,Dont know Dont know Dont know Dont know Dont know Dont know Dont know,,No change,No,No,Very satisfied
,,,,No,,No,Working part time (8-29hrs per week),Yes,East Anglia/East of England,X,2,East Anglia/East of England,"Intermediate managerial, administrative or professional",,,,,0.0,,No,No,No change,Very satisfied,,No,Dont know,,Dont know,No,,Very satisfied
No,Yes,No,No,Yes,No,Yes,Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired,,East Midlands,x,1,East Midlands,"High managerial, administrative or professional",Fairly important,No,Yes,No,1.0,Yes,No,No,No change,Fairly satisfied,No,No,Dont know,Yes,Slightly more,No,No,Fairly satisfied
,,,,Yes,,No,Working full time (30hrs+ per week),No,North East,x,3,North East,"Supervisor; clerical; junior managerial, administrative or professional",,,,,0.0,,No,No,No change,Fairly satisfied,,No,Dont know Dont know Dont know Dont know Dont know Dont know Dont know Dont know,,No change,No,,Fairly satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,Yes,Wales,X,1,Wales,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,2.0,,Yes,Yes,Slightly more,Fairly satisfied,No,No,Dont know Dont know,,Slightly less,No,No,Neither satisfied or dissatisfied
No,No,No,No,No,No,Yes,Working full time (30hrs+ per week),No,Wales,,1,,"Supervisor; clerical; junior managerial, administrative or professional",Essential,No,No,No,0.0,No,No,No,,Very satisfied,No,No,,No,,No,No,Very satisfied
No,Yes,No,No,Yes,No,Yes,Working part time (8-29hrs per week),,East Anglia/East of England,x,2,East Anglia/East of England,"Intermediate managerial, administrative or professional",Fairly important,,Yes,,0.0,Yes,No,No,No change,Neither satisfied or dissatisfied,No,No,No change,No,No change,No,,Neither satisfied or dissatisfied
,,,,No,,No,Working full time (30hrs+ per week),No,London/Greater London,x,2,London/Greater London,"Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional",,,,,0.0,,No,No,No change,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied,,No,Dont know Dont know Dont know Dont know,,Slightly more,No,,Fairly satisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) retired,Yes,Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland,,2,Rest of Scotland,"High managerial, administrative or professional",Essential,No,No,No,0.0,No,Yes,No,,Very dissatisfied,Yes,No,,No,,No,No,Fairly dissatisfied Fairly dissatisfied
No,Yes,No,No,,No,Yes,Working full time (30hrs+ per week),Yes,London/Greater London,,1,London/Greater London,"Supervisor; clerical; junior managerial, administrative or professional",Essential,No,Yes,No,0.0,Yes,No,No,,Fairly satisfied,No,,,Yes,,No,No,Fairly satisfied
No,No,No,No,No,No,Yes,Working part time (8-29hrs per week),No,Wales,X,3,Wales,"Intermediate managerial, administrative or professional",Fairly important,,No,,0.0,Yes,No,No,No change,Fairly satisfied,,No,No change,Yes,No change,No,,Fairly satisfied
,,,,Yes,,Yes,Working full time (30hrs+ per week),Yes,North East,other,2,North East,"Intermediate managerial, administrative or professional",,Yes,,No,8.0,,Yes,No,Slightly more,Very satisfied,Yes,No,Dont know,,Slightly more,Yes,Yes,Very satisfied
No,No,No,No,,No,No,Not working (less than 8hrs per week) retired,Yes,East Midlands,X,2,,"Supervisor; clerical; junior managerial, administrative or professional",Essential,No,No,Yes,1.0,Yes,No,No,No change,Very satisfied,No,,No change,Yes,No change No change No change No change No change,No,No,Very satisfied
,,,,,,Yes,Not working (less than 8hrs per week) retired,No,East Anglia/East of England,X,2,,Skilled manual worker,,,,,0.0,,No,No,No change,Very satisfied,No,,No change,,No change,No,,Very satisfied
,,,,Yes,,Yes,Working full time (30hrs+ per week),Yes,Rest of Scotland,x,2,Rest of Scotland,"Supervisor; clerical; junior managerial, administrative or professional",,,,,0.0,,No,No,Slightly less,Fairly satisfied,,No,Dont know,,No change No change No change No change No change No change No change,Yes,,Fairly satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) housewife/ househusband,Yes,East Anglia/East of England,x,4,East Anglia/East of England,Housewife / househusband,,,,,0.0,,No,No,No change,Fairly satisfied,No,No,Dont know,,No change,No,,Fairly satisfied Fairly satisfied Fairly satisfied
