REF_DATE REF_DATE,GEO GEO,DGUID DGUID,Type of residential investment Type of residential investment,UOM UOM,UOM_ID UOM_ID,SCALAR_FACTOR SCALAR_FACTOR,SCALAR_ID SCALAR_ID,VECTOR VECTOR,COORDINATE COORDINATE,VALUE VALUE,DECIMALS DECIMALS
1966-04,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,27098,0
1966-04,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,163999,0
1966-04,Canada,2016A000011124,Cottages,Dollars,81,thousands,3,v13456,1.1,29324,0
1966-04,Canada,2016A000011124,Mobiles,Dollars,81,thousands,3,v13457,1.11,9219,0
1966-04,Newfoundland and Labrador,2016A000210,Total residential investment,Dollars,81,thousands,3,v13524,2.1,11317,0
1966-04,Newfoundland and Labrador,2016A000210,"New dwellings, all types",Dollars,81,thousands,3,v13525,2.2,7437,0
1966-04,Newfoundland and Labrador,2016A000210,Singles,Dollars,81,thousands,3,v13526,2.3,4219,0
1966-04,Newfoundland and Labrador,2016A000210,Doubles,Dollars,81,thousands,3,v13527,2.4,619,0
1966-04,Newfoundland and Labrador,2016A000210,Row,Dollars,81,thousands,3,v13528,2.5,392,0
1966-04,Newfoundland and Labrador,2016A000210,Apartments,Dollars,81,thousands,3,v13529,2.6,2207,0
1966-04,Newfoundland and Labrador,2016A000210,Conversions,Dollars,81,thousands,3,v13530,2.7,75,0
1966-04,Newfoundland and Labrador,2016A000210,Total acquisition costs,Dollars,81,thousands,3,v13531,2.8,173,0
1966-04,Newfoundland and Labrador,2016A000210,Renovations,Dollars,81,thousands,3,v13532,2.9,3103,0
1966-04,Newfoundland and Labrador,2016A000210,Cottages,Dollars,81,thousands,3,v13533,2.1,381,0
1966-04,Newfoundland and Labrador,2016A000210,Mobiles,Dollars,81,thousands,3,v13534,2.11,148,0
1966-04,Prince Edward Island,2016A000211,Total residential investment,Dollars,81,thousands,3,v13535,3.1,2030,0
1966-04,Prince Edward Island,2016A000211,"New dwellings, all types",Dollars,81,thousands,3,v13536,3.2,881,0
1966-04,Prince Edward Island,2016A000211,Singles,Dollars,81,thousands,3,v13537,3.3,811,0
1966-04,Prince Edward Island,2016A000211,Doubles,Dollars,81,thousands,3,v13538,3.4,30,0
1966-04,Prince Edward Island,2016A000211,Row,Dollars,81,thousands,3,v13539,3.5,0,0
1966-04,Prince Edward Island,2016A000211,Apartments,Dollars,81,thousands,3,v13540,3.6,40,0
1966-04,Prince Edward Island,2016A000211,Conversions,Dollars,81,thousands,3,v13541,3.7,16,0
1966-04,Prince Edward Island,2016A000211,Total acquisition costs,Dollars,81,thousands,3,v13542,3.8,70,0
1966-04,Prince Edward Island,2016A000211,Renovations,Dollars,81,thousands,3,v13543,3.9,848,0
1966-04,Prince Edward Island,2016A000211,Cottages,Dollars,81,thousands,3,v13544,3.1,117,0
1966-04,Prince Edward Island,2016A000211,Mobiles,Dollars,81,thousands,3,v13545,3.11,98,0
1966-04,Nova Scotia,2016A000212,Total residential investment,Dollars,81,thousands,3,v13546,4.1,17994,0
1966-04,Nova Scotia,2016A000212,"New dwellings, all types",Dollars,81,thousands,3,v13547,4.2,10530,0
1966-04,Nova Scotia,2016A000212,Singles,Dollars,81,thousands,3,v13548,4.3,7267,0
1966-04,Nova Scotia,2016A000212,Doubles,Dollars,81,thousands,3,v13549,4.4,922,0
1966-04,Nova Scotia,2016A000212,Row,Dollars,81,thousands,3,v13550,4.5,16,0
1966-04,Nova Scotia,2016A000212,Apartments,Dollars,81,thousands,3,v13551,4.6,2325,0
1966-04,Nova Scotia,2016A000212,Conversions,Dollars,81,thousands,3,v13552,4.7,95,0
1966-04,Nova Scotia,2016A000212,Total acquisition costs,Dollars,81,thousands,3,v13553,4.8,534,0
1966-04,Nova Scotia,2016A000212,Renovations,Dollars,81,thousands,3,v13554,4.9,5082,0
1966-04,Nova Scotia,2016A000212,Cottages,Dollars,81,thousands,3,v13555,4.1,1026,0
1966-04,Nova Scotia,2016A000212,Mobiles,Dollars,81,thousands,3,v13556,4.11,727,0
1966-04,New Brunswick,2016A000213,Total residential investment,Dollars,81,thousands,3,v13557,5.1,13843,0
1966-04,New Brunswick,2016A000213,"New dwellings, all types",Dollars,81,thousands,3,v13558,5.2,8241,0
1966-04,New Brunswick,2016A000213,Singles,Dollars,81,thousands,3,v13559,5.3,6582,0
1966-04,New Brunswick,2016A000213,Doubles,Dollars,81,thousands,3,v13560,5.4,302,0
1966-04,New Brunswick,2016A000213,Row,Dollars,81,thousands,3,v13561,5.5,108,0
1966-04,New Brunswick,2016A000213,Apartments,Dollars,81,thousands,3,v13562,5.6,1249,0
1966-04,New Brunswick,2016A000213,Conversions,Dollars,81,thousands,3,v13563,5.7,141,0
1966-04,New Brunswick,2016A000213,Total acquisition costs,Dollars,81,thousands,3,v13564,5.8,451,0
1966-04,New Brunswick,2016A000213,Renovations,Dollars,81,thousands,3,v13565,5.9,3669,0
1966-04,New Brunswick,2016A000213,Cottages,Dollars,81,thousands,3,v13566,5.1,909,0
1966-04,New Brunswick,2016A000213,Mobiles,Dollars,81,thousands,3,v13567,5.11,432,0
1966-04,Quebec,2016A000224,Total residential investment,Dollars,81,thousands,3,v13568,6.1,177773,0
1966-04,Quebec,2016A000224,"New dwellings, all types",Dollars,81,thousands,3,v13569,6.2,121282,0
1966-04,Quebec,2016A000224,Singles,Dollars,81,thousands,3,v13570,6.3,61496,0
1966-04,Quebec,2016A000224,Doubles,Dollars,81,thousands,3,v13571,6.4,6788,0
1966-04,Quebec,2016A000224,Row,Dollars,81,thousands,3,v13572,6.5,564,0
1966-04,Quebec,2016A000224,Apartments,Dollars,81,thousands,3,v13573,6.6,52434,0
1966-04,Quebec,2016A000224,Conversions,Dollars,81,thousands,3,v13574,6.7,1286,0
1966-04,Quebec,2016A000224,Total acquisition costs,Dollars,81,thousands,3,v13575,6.8,6183,0
1966-04,Quebec,2016A000224,Renovations,Dollars,81,thousands,3,v13576,6.9,37954,0
1966-04,Quebec,2016A000224,Cottages,Dollars,81,thousands,3,v13577,6.1,10234,0
1966-04,Quebec,2016A000224,Mobiles,Dollars,81,thousands,3,v13578,6.11,834,0
1966-04,Ontario,2016A000235,Total residential investment,Dollars,81,thousands,3,v13579,7.1,293202,0
1966-04,Ontario,2016A000235,"New dwellings, all types",Dollars,81,thousands,3,v13580,7.2,192411,0
1966-04,Ontario,2016A000235,Singles,Dollars,81,thousands,3,v13581,7.3,90501,0
1966-04,Ontario,2016A000235,Doubles,Dollars,81,thousands,3,v13582,7.4,10458,0
1966-04,Ontario,2016A000235,Row,Dollars,81,thousands,3,v13583,7.5,10682,0
1966-04,Ontario,2016A000235,Apartments,Dollars,81,thousands,3,v13584,7.6,80770,0
1966-04,Ontario,2016A000235,Conversions,Dollars,81,thousands,3,v13585,7.7,1072,0
1966-04,Ontario,2016A000235,Total acquisition costs,Dollars,81,thousands,3,v13586,7.8,14527,0
1966-04,Ontario,2016A000235,Renovations,Dollars,81,thousands,3,v13587,7.9,71929,0
1966-04,Ontario,2016A000235,Cottages,Dollars,81,thousands,3,v13588,7.1,11847,0
1966-04,Ontario,2016A000235,Mobiles,Dollars,81,thousands,3,v13589,7.11,1416,0
1966-04,Manitoba,2016A000246,Total residential investment,Dollars,81,thousands,3,v13590,8.1,21368,0
1966-04,Manitoba,2016A000246,"New dwellings, all types",Dollars,81,thousands,3,v13591,8.2,13247,0
1966-04,Manitoba,2016A000246,Singles,Dollars,81,thousands,3,v13592,8.3,9395,0
1966-04,Manitoba,2016A000246,Doubles,Dollars,81,thousands,3,v13593,8.4,537,0
1966-04,Manitoba,2016A000246,Row,Dollars,81,thousands,3,v13594,8.5,401,0
1966-04,Manitoba,2016A000246,Apartments,Dollars,81,thousands,3,v13595,8.6,2914,0
1966-04,Manitoba,2016A000246,Conversions,Dollars,81,thousands,3,v13596,8.7,64,0
1966-04,Manitoba,2016A000246,Total acquisition costs,Dollars,81,thousands,3,v13597,8.8,692,0
1966-04,Manitoba,2016A000246,Renovations,Dollars,81,thousands,3,v13598,8.9,5648,0
1966-04,Manitoba,2016A000246,Cottages,Dollars,81,thousands,3,v13599,8.1,1232,0
1966-04,Manitoba,2016A000246,Mobiles,Dollars,81,thousands,3,v13600,8.11,485,0
1966-04,Saskatchewan,2016A000247,Total residential investment,Dollars,81,thousands,3,v13601,9.1,28680,0
1966-04,Saskatchewan,2016A000247,"New dwellings, all types",Dollars,81,thousands,3,v13602,9.2,19680,0
1966-04,Saskatchewan,2016A000247,Singles,Dollars,81,thousands,3,v13603,9.3,15159,0
1966-04,Saskatchewan,2016A000247,Doubles,Dollars,81,thousands,3,v13604,9.4,871,0
1966-04,Saskatchewan,2016A000247,Row,Dollars,81,thousands,3,v13605,9.5,56,0
1966-04,Saskatchewan,2016A000247,Apartments,Dollars,81,thousands,3,v13606,9.6,3594,0
1966-04,Saskatchewan,2016A000247,Conversions,Dollars,81,thousands,3,v13607,9.7,71,0
1966-04,Saskatchewan,2016A000247,Total acquisition costs,Dollars,81,thousands,3,v13608,9.8,740,0
1966-04,Saskatchewan,2016A000247,Renovations,Dollars,81,thousands,3,v13609,9.9,6496,0
1966-04,Saskatchewan,2016A000247,Cottages,Dollars,81,thousands,3,v13610,9.1,968,0
1966-04,Saskatchewan,2016A000247,Mobiles,Dollars,81,thousands,3,v13611,9.11,725,0
1966-04,Alberta,2016A000248,Total residential investment,Dollars,81,thousands,3,v13458,10.1,41999,0
1966-04,Alberta,2016A000248,"New dwellings, all types",Dollars,81,thousands,3,v13459,10.2,27571,0
1966-04,Alberta,2016A000248,Singles,Dollars,81,thousands,3,v13460,10.3,21357,0
1966-04,Alberta,2016A000248,Doubles,Dollars,81,thousands,3,v13461,10.4,1209,0
1966-04,Alberta,2016A000248,Row,Dollars,81,thousands,3,v13462,10.5,36,0
1966-04,Alberta,2016A000248,Apartments,Dollars,81,thousands,3,v13463,10.6,4969,0
1966-04,Alberta,2016A000248,Conversions,Dollars,81,thousands,3,v13464,10.7,79,0
1966-04,Alberta,2016A000248,Total acquisition costs,Dollars,81,thousands,3,v13465,10.8,1243,0
1966-04,Alberta,2016A000248,Renovations,Dollars,81,thousands,3,v13466,10.9,10555,0
1966-04,Alberta,2016A000248,Cottages,Dollars,81,thousands,3,v13467,10.1,997,0
1966-04,Alberta,2016A000248,Mobiles,Dollars,81,thousands,3,v13468,10.11,1554,0
1966-04,British Columbia,2016A000259,Total residential investment,Dollars,81,thousands,3,v13469,11.1,89377,0
1966-04,British Columbia,2016A000259,"New dwellings, all types",Dollars,81,thousands,3,v13470,11.2,63850,0
1966-04,British Columbia,2016A000259,Singles,Dollars,81,thousands,3,v13471,11.3,39790,0
1966-04,British Columbia,2016A000259,Doubles,Dollars,81,thousands,3,v13472,11.4,2754,0
1966-04,British Columbia,2016A000259,Row,Dollars,81,thousands,3,v13473,11.5,990,0
1966-04,British Columbia,2016A000259,Apartments,Dollars,81,thousands,3,v13474,11.6,20316,0
1966-04,British Columbia,2016A000259,Conversions,Dollars,81,thousands,3,v13475,11.7,502,0
1966-04,British Columbia,2016A000259,Total acquisition costs,Dollars,81,thousands,3,v13476,11.8,2398,0
1966-04,British Columbia,2016A000259,Renovations,Dollars,81,thousands,3,v13477,11.9,18432,0
1966-04,British Columbia,2016A000259,Cottages,Dollars,81,thousands,3,v13478,11.1,1554,0
1966-04,British Columbia,2016A000259,Mobiles,Dollars,81,thousands,3,v13479,11.11,2641,0
1966-04,Yukon,2016A000260,Total residential investment,Dollars,81,thousands,3,v13480,12.1,1080,0
1966-04,Yukon,2016A000260,"New dwellings, all types",Dollars,81,thousands,3,v13481,12.2,822,0
1966-04,Yukon,2016A000260,Singles,Dollars,81,thousands,3,v13482,12.3,264,0
1966-04,Yukon,2016A000260,Doubles,Dollars,81,thousands,3,v13483,12.4,0,0
1966-04,Yukon,2016A000260,Row,Dollars,81,thousands,3,v13484,12.5,0,0
1966-04,Yukon,2016A000260,Apartments,Dollars,81,thousands,3,v13485,12.6,558,0
1966-04,Yukon,2016A000260,Conversions,Dollars,81,thousands,3,v13486,12.7,0,0
1966-04,Yukon,2016A000260,Total acquisition costs,Dollars,81,thousands,3,v13487,12.8,33,0
1966-04,Yukon,2016A000260,Renovations,Dollars,81,thousands,3,v13488,12.9,113,0
1966-04,Yukon,2016A000260,Cottages,Dollars,81,thousands,3,v13489,12.1,59,0
1966-04,Yukon,2016A000260,Mobiles,Dollars,81,thousands,3,v13490,12.11,53,0
1966-04,Northwest Territories including Nunavut,,Total residential investment,Dollars,81,thousands,3,v13491,13.1,1696,0
1966-04,Northwest Territories including Nunavut,,"New dwellings, all types",Dollars,81,thousands,3,v13492,13.2,1366,0
1966-04,Northwest Territories including Nunavut,,Singles,Dollars,81,thousands,3,v13493,13.3,529,0
1966-04,Northwest Territories including Nunavut,,Doubles,Dollars,81,thousands,3,v13494,13.4,0,0
1966-04,Northwest Territories including Nunavut,,Row,Dollars,81,thousands,3,v13495,13.5,0,0
1966-04,Northwest Territories including Nunavut,,Apartments,Dollars,81,thousands,3,v13496,13.6,837,0
1966-04,Northwest Territories including Nunavut,,Conversions,Dollars,81,thousands,3,v13497,13.7,0,0
1966-04,Northwest Territories including Nunavut,,Total acquisition costs,Dollars,81,thousands,3,v13498,13.8,54,0
1966-04,Northwest Territories including Nunavut,,Renovations,Dollars,81,thousands,3,v13499,13.9,170,0
1966-04,Northwest Territories including Nunavut,,Cottages,Dollars,81,thousands,3,v13500,13.1,0,0
1966-04,Northwest Territories including Nunavut,,Mobiles,Dollars,81,thousands,3,v13501,13.11,106,0
1966-07,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,761669,0
1966-07,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,485489,0
1966-07,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,250799,0
1966-07,Canada,2016A000011124,Doubles,Dollars,81,thousands,3,v13450,1.4,22110,0
1966-07,Canada,2016A000011124,Row,Dollars,81,thousands,3,v13451,1.5,14586,0
1966-07,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,197994,0
1966-07,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,2750,0
1966-07,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,23400,0
1966-07,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,194000,0
1966-07,Canada,2016A000011124,Cottages,Dollars,81,thousands,3,v13456,1.1,47128,0
1966-07,Canada,2016A000011124,Mobiles,Dollars,81,thousands,3,v13457,1.11,8902,0
1966-07,Newfoundland and Labrador,2016A000210,Total residential investment,Dollars,81,thousands,3,v13524,2.1,10502,0
1966-07,Newfoundland and Labrador,2016A000210,"New dwellings, all types",Dollars,81,thousands,3,v13525,2.2,5858,0
1966-07,Newfoundland and Labrador,2016A000210,Singles,Dollars,81,thousands,3,v13526,2.3,4728,0
1966-07,Newfoundland and Labrador,2016A000210,Doubles,Dollars,81,thousands,3,v13527,2.4,690,0
1966-07,Newfoundland and Labrador,2016A000210,Row,Dollars,81,thousands,3,v13528,2.5,388,0
1966-07,Newfoundland and Labrador,2016A000210,Apartments,Dollars,81,thousands,3,v13529,2.6,52,0
1966-07,Newfoundland and Labrador,2016A000210,Conversions,Dollars,81,thousands,3,v13530,2.7,61,0
1966-07,Newfoundland and Labrador,2016A000210,Total acquisition costs,Dollars,81,thousands,3,v13531,2.8,124,0
1966-07,Newfoundland and Labrador,2016A000210,Renovations,Dollars,81,thousands,3,v13532,2.9,3703,0
1966-07,Newfoundland and Labrador,2016A000210,Cottages,Dollars,81,thousands,3,v13533,2.1,613,0
1966-07,Newfoundland and Labrador,2016A000210,Mobiles,Dollars,81,thousands,3,v13534,2.11,143,0
1966-07,Prince Edward Island,2016A000211,Total residential investment,Dollars,81,thousands,3,v13535,3.1,2640,0
1966-07,Prince Edward Island,2016A000211,"New dwellings, all types",Dollars,81,thousands,3,v13536,3.2,1282,0
1966-07,Prince Edward Island,2016A000211,Singles,Dollars,81,thousands,3,v13537,3.3,1191,0
1966-07,Prince Edward Island,2016A000211,Doubles,Dollars,81,thousands,3,v13538,3.4,26,0
1966-07,Prince Edward Island,2016A000211,Row,Dollars,81,thousands,3,v13539,3.5,0,0
1966-07,Prince Edward Island,2016A000211,Apartments,Dollars,81,thousands,3,v13540,3.6,65,0
1966-07,Prince Edward Island,2016A000211,Conversions,Dollars,81,thousands,3,v13541,3.7,13,0
1966-07,Prince Edward Island,2016A000211,Total acquisition costs,Dollars,81,thousands,3,v13542,3.8,53,0
1966-07,Prince Edward Island,2016A000211,Renovations,Dollars,81,thousands,3,v13543,3.9,1008,0
1966-07,Prince Edward Island,2016A000211,Cottages,Dollars,81,thousands,3,v13544,3.1,189,0
1966-07,Prince Edward Island,2016A000211,Mobiles,Dollars,81,thousands,3,v13545,3.11,95,0
1966-07,Nova Scotia,2016A000212,Total residential investment,Dollars,81,thousands,3,v13546,4.1,20402,0
1966-07,Nova Scotia,2016A000212,"New dwellings, all types",Dollars,81,thousands,3,v13547,4.2,11469,0
1966-07,Nova Scotia,2016A000212,Singles,Dollars,81,thousands,3,v13548,4.3,8386,0
1966-07,Nova Scotia,2016A000212,Doubles,Dollars,81,thousands,3,v13549,4.4,650,0
1966-07,Nova Scotia,2016A000212,Row,Dollars,81,thousands,3,v13550,4.5,114,0
1966-07,Nova Scotia,2016A000212,Apartments,Dollars,81,thousands,3,v13551,4.6,2319,0
1966-07,Nova Scotia,2016A000212,Conversions,Dollars,81,thousands,3,v13552,4.7,77,0
1966-07,Nova Scotia,2016A000212,Total acquisition costs,Dollars,81,thousands,3,v13553,4.8,450,0
1966-07,Nova Scotia,2016A000212,Renovations,Dollars,81,thousands,3,v13554,4.9,6055,0
1966-07,Nova Scotia,2016A000212,Cottages,Dollars,81,thousands,3,v13555,4.1,1649,0
1966-07,Nova Scotia,2016A000212,Mobiles,Dollars,81,thousands,3,v13556,4.11,702,0
1966-07,New Brunswick,2016A000213,Total residential investment,Dollars,81,thousands,3,v13557,5.1,17466,0
1966-07,New Brunswick,2016A000213,"New dwellings, all types",Dollars,81,thousands,3,v13558,5.2,10741,0
1966-07,New Brunswick,2016A000213,Singles,Dollars,81,thousands,3,v13559,5.3,8867,0
1966-07,New Brunswick,2016A000213,Doubles,Dollars,81,thousands,3,v13560,5.4,386,0
1966-07,New Brunswick,2016A000213,Row,Dollars,81,thousands,3,v13561,5.5,131,0
1966-07,New Brunswick,2016A000213,Apartments,Dollars,81,thousands,3,v13562,5.6,1357,0
1966-07,New Brunswick,2016A000213,Conversions,Dollars,81,thousands,3,v13563,5.7,114,0
1966-07,New Brunswick,2016A000213,Total acquisition costs,Dollars,81,thousands,3,v13564,5.8,358,0
1966-07,New Brunswick,2016A000213,Renovations,Dollars,81,thousands,3,v13565,5.9,4375,0
1966-07,New Brunswick,2016A000213,Cottages,Dollars,81,thousands,3,v13566,5.1,1461,0
1966-07,New Brunswick,2016A000213,Mobiles,Dollars,81,thousands,3,v13567,5.11,417,0
1966-07,Quebec,2016A000224,Total residential investment,Dollars,81,thousands,3,v13568,6.1,168973,0
1966-07,Quebec,2016A000224,"New dwellings, all types",Dollars,81,thousands,3,v13569,6.2,100087,0
1966-07,Quebec,2016A000224,Singles,Dollars,81,thousands,3,v13570,6.3,35540,0
1966-07,Quebec,2016A000224,Doubles,Dollars,81,thousands,3,v13571,6.4,4348,0
1966-07,Quebec,2016A000224,Row,Dollars,81,thousands,3,v13572,6.5,376,0
1966-07,Quebec,2016A000224,Apartments,Dollars,81,thousands,3,v13573,6.6,59823,0
1966-07,Quebec,2016A000224,Conversions,Dollars,81,thousands,3,v13574,6.7,1040,0
1966-07,Quebec,2016A000224,Total acquisition costs,Dollars,81,thousands,3,v13575,6.8,5680,0
1966-07,Quebec,2016A000224,Renovations,Dollars,81,thousands,3,v13576,6.9,44913,0
1966-07,Quebec,2016A000224,Cottages,Dollars,81,thousands,3,v13577,6.1,16448,0
1966-07,Quebec,2016A000224,Mobiles,Dollars,81,thousands,3,v13578,6.11,805,0
1966-07,Ontario,2016A000235,Total residential investment,Dollars,81,thousands,3,v13579,7.1,340262,0
1966-07,Ontario,2016A000235,"New dwellings, all types",Dollars,81,thousands,3,v13580,7.2,221688,0
1966-07,Ontario,2016A000235,Singles,Dollars,81,thousands,3,v13581,7.3,106531,0
1966-07,Ontario,2016A000235,Doubles,Dollars,81,thousands,3,v13582,7.4,10708,0
1966-07,Ontario,2016A000235,Row,Dollars,81,thousands,3,v13583,7.5,12378,0
1966-07,Ontario,2016A000235,Apartments,Dollars,81,thousands,3,v13584,7.6,92071,0
1966-07,Ontario,2016A000235,Conversions,Dollars,81,thousands,3,v13585,7.7,866,0
1966-07,Ontario,2016A000235,Total acquisition costs,Dollars,81,thousands,3,v13586,7.8,12340,0
1966-07,Ontario,2016A000235,Renovations,Dollars,81,thousands,3,v13587,7.9,84961,0
1966-07,Ontario,2016A000235,Cottages,Dollars,81,thousands,3,v13588,7.1,19040,0
1966-07,Ontario,2016A000235,Mobiles,Dollars,81,thousands,3,v13589,7.11,1367,0
1966-07,Manitoba,2016A000246,Total residential investment,Dollars,81,thousands,3,v13590,8.1,27045,0
1966-07,Manitoba,2016A000246,"New dwellings, all types",Dollars,81,thousands,3,v13591,8.2,17230,0
1966-07,Manitoba,2016A000246,Singles,Dollars,81,thousands,3,v13592,8.3,11560,0
1966-07,Manitoba,2016A000246,Doubles,Dollars,81,thousands,3,v13593,8.4,330,0
1966-07,Manitoba,2016A000246,Row,Dollars,81,thousands,3,v13594,8.5,319,0
1966-07,Manitoba,2016A000246,Apartments,Dollars,81,thousands,3,v13595,8.6,5021,0
1966-07,Manitoba,2016A000246,Conversions,Dollars,81,thousands,3,v13596,8.7,52,0
1966-07,Manitoba,2016A000246,Total acquisition costs,Dollars,81,thousands,3,v13597,8.8,589,0
1966-07,Manitoba,2016A000246,Renovations,Dollars,81,thousands,3,v13598,8.9,6726,0
1966-07,Manitoba,2016A000246,Cottages,Dollars,81,thousands,3,v13599,8.1,1979,0
1966-07,Manitoba,2016A000246,Mobiles,Dollars,81,thousands,3,v13600,8.11,469,0
1966-07,Saskatchewan,2016A000247,Total residential investment,Dollars,81,thousands,3,v13601,9.1,32661,0
1966-07,Saskatchewan,2016A000247,"New dwellings, all types",Dollars,81,thousands,3,v13602,9.2,22014,0
1966-07,Saskatchewan,2016A000247,Singles,Dollars,81,thousands,3,v13603,9.3,18020,0
1966-07,Saskatchewan,2016A000247,Doubles,Dollars,81,thousands,3,v13604,9.4,1171,0
1966-07,Saskatchewan,2016A000247,Row,Dollars,81,thousands,3,v13605,9.5,32,0
1966-07,Saskatchewan,2016A000247,Apartments,Dollars,81,thousands,3,v13606,9.6,2791,0
1966-07,Saskatchewan,2016A000247,Conversions,Dollars,81,thousands,3,v13607,9.7,57,0
1966-07,Saskatchewan,2016A000247,Total acquisition costs,Dollars,81,thousands,3,v13608,9.8,601,0
1966-07,Saskatchewan,2016A000247,Renovations,Dollars,81,thousands,3,v13609,9.9,7734,0
1966-07,Saskatchewan,2016A000247,Cottages,Dollars,81,thousands,3,v13610,9.1,1555,0
1966-07,Saskatchewan,2016A000247,Mobiles,Dollars,81,thousands,3,v13611,9.11,700,0
1966-07,Alberta,2016A000248,Total residential investment,Dollars,81,thousands,3,v13458,10.1,46599,0
1966-07,Alberta,2016A000248,"New dwellings, all types",Dollars,81,thousands,3,v13459,10.2,29973,0
1966-07,Alberta,2016A000248,Singles,Dollars,81,thousands,3,v13460,10.3,19197,0
1966-07,Alberta,2016A000248,Doubles,Dollars,81,thousands,3,v13461,10.4,1549,0
1966-07,Alberta,2016A000248,Row,Dollars,81,thousands,3,v13462,10.5,14,0
1966-07,Alberta,2016A000248,Apartments,Dollars,81,thousands,3,v13463,10.6,9213,0
1966-07,Alberta,2016A000248,Conversions,Dollars,81,thousands,3,v13464,10.7,64,0
1966-07,Alberta,2016A000248,Total acquisition costs,Dollars,81,thousands,3,v13465,10.8,1028,0
1966-07,Alberta,2016A000248,Renovations,Dollars,81,thousands,3,v13466,10.9,12431,0
1966-07,Alberta,2016A000248,Cottages,Dollars,81,thousands,3,v13467,10.1,1602,0
1966-07,Alberta,2016A000248,Mobiles,Dollars,81,thousands,3,v13468,10.11,1501,0
1966-07,British Columbia,2016A000259,Total residential investment,Dollars,81,thousands,3,v13469,11.1,92110,0
1966-07,British Columbia,2016A000259,"New dwellings, all types",Dollars,81,thousands,3,v13470,11.2,62804,0
1966-07,British Columbia,2016A000259,Singles,Dollars,81,thousands,3,v13471,11.3,36061,0
1966-07,British Columbia,2016A000259,Doubles,Dollars,81,thousands,3,v13472,11.4,2252,0
1966-07,British Columbia,2016A000259,Row,Dollars,81,thousands,3,v13473,11.5,834,0
1966-07,British Columbia,2016A000259,Apartments,Dollars,81,thousands,3,v13474,11.6,23657,0
1966-07,British Columbia,2016A000259,Conversions,Dollars,81,thousands,3,v13475,11.7,406,0
1966-07,British Columbia,2016A000259,Total acquisition costs,Dollars,81,thousands,3,v13476,11.8,2094,0
1966-07,British Columbia,2016A000259,Renovations,Dollars,81,thousands,3,v13477,11.9,21758,0
1966-07,British Columbia,2016A000259,Cottages,Dollars,81,thousands,3,v13478,11.1,2498,0
1966-07,British Columbia,2016A000259,Mobiles,Dollars,81,thousands,3,v13479,11.11,2550,0
1966-07,Yukon,2016A000260,Total residential investment,Dollars,81,thousands,3,v13480,12.1,1200,0
1966-07,Yukon,2016A000260,"New dwellings, all types",Dollars,81,thousands,3,v13481,12.2,889,0
1966-07,Yukon,2016A000260,Singles,Dollars,81,thousands,3,v13482,12.3,239,0
1966-07,Yukon,2016A000260,Doubles,Dollars,81,thousands,3,v13483,12.4,0,0
1966-07,Yukon,2016A000260,Row,Dollars,81,thousands,3,v13484,12.5,0,0
1966-07,Yukon,2016A000260,Apartments,Dollars,81,thousands,3,v13485,12.6,650,0
1966-07,Yukon,2016A000260,Conversions,Dollars,81,thousands,3,v13486,12.7,0,0
1966-07,Yukon,2016A000260,Total acquisition costs,Dollars,81,thousands,3,v13487,12.8,32,0
1966-07,Yukon,2016A000260,Renovations,Dollars,81,thousands,3,v13488,12.9,134,0
1966-07,Yukon,2016A000260,Cottages,Dollars,81,thousands,3,v13489,12.1,94,0
1966-07,Yukon,2016A000260,Mobiles,Dollars,81,thousands,3,v13490,12.11,51,0
1966-07,Northwest Territories including Nunavut,,Total residential investment,Dollars,81,thousands,3,v13491,13.1,1809,0
1966-07,Northwest Territories including Nunavut,,"New dwellings, all types",Dollars,81,thousands,3,v13492,13.2,1454,0
1966-07,Northwest Territories including Nunavut,,Singles,Dollars,81,thousands,3,v13493,13.3,479,0
1966-07,Northwest Territories including Nunavut,,Doubles,Dollars,81,thousands,3,v13494,13.4,0,0
1966-07,Northwest Territories including Nunavut,,Row,Dollars,81,thousands,3,v13495,13.5,0,0
1966-07,Northwest Territories including Nunavut,,Apartments,Dollars,81,thousands,3,v13496,13.6,975,0
1966-07,Northwest Territories including Nunavut,,Conversions,Dollars,81,thousands,3,v13497,13.7,0,0
1966-07,Northwest Territories including Nunavut,,Total acquisition costs,Dollars,81,thousands,3,v13498,13.8,51,0
1966-07,Northwest Territories including Nunavut,,Renovations,Dollars,81,thousands,3,v13499,13.9,202,0
1966-07,Northwest Territories including Nunavut,,Cottages,Dollars,81,thousands,3,v13500,13.1,0,0
1966-07,Northwest Territories including Nunavut,,Mobiles,Dollars,81,thousands,3,v13501,13.11,102,0
1966-10,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,698140,0
