MEDIAN_WIDTH,SURV_G,TYPE_SIGNAL,K_FACTOR,SURV_D,IS_SAMPLE,SPEED_LIMIT,SURV_E,HORZ_ALIGN,PEAK_CAPACITY,COUNTY_CODE,INTER_ROUTE_NUMBER,TRUCK_ROUTE,BEGIN_LRS,SECTION_ID,PEAK_LANES,WIDE_FEAS,PAVEMENT_TYPE,TURN_LANES_L,ROUTE_NUMBER,SECTION_LENGTH,CURVES_C,SAMPLING_TECH,VSF,LRS_ID,SURV_H,IS_GROUPED,URBAN_CODE,SURV_C,STANDARD_TRAFFIC_CATEGORY,AT_GRADE_OTHER,F_SYSTEM,PEAK_PARKING,AADT,SN_D,TOLL,SURV_I,PSR,ACCESS_CONTROL,YEAR_RECORD,TYPE_FACILITY
88,0,4,11,0,1,70,0,1,4043,41,0,1,400.939,004912M13006,2,5,3,0,_SH0006_,0.561,0.0,0,0.53,000SH0006000,0,0,249,0,2,0,12,3,34752,4.6,0,0,0.0,1,2004,2
0,0,4,11,0,1,25,0,0,2715,13,0,0,0.0,214007360,2,5,3,4,0,0.14,0.0,0,0.08,0,0,0,155,0,2,2,16,1,3218,3.4,0,0,3.5,3,2004,2
0,0,4,11,0,1,50,0,0,1634,127,0,0,6.143,7.9503E+11,1,5,3,3,0,0.364,0.0,0,0.24,7950300000,0,0,260,0,3,1,16,3,6320,1.0,0,0,3.5,3,2004,2
70,0,4,12,0,1,70,0,0,4078,65,0,1,17.95,3.30013E+11,2,1,5,0,127,0.809,0.0,0,0.66,354209,0,0,102,0,2,0,12,3,36109,9.0,0,0,0.0,1,2004,2
32,0,2,10,0,1,45,0,0,1610,183,0,0,10.6,30054010600,2,3,4,4,54,0.35,0.0,0,0.28,3005400,0,0,163,0,3,1,14,3,8300,3.4,0,0,4.8,3,2004,2
0,0,0,13,0,1,55,0,4,1632,59,0,0,0.0,NM0325000000,2,2,3,0,0,6.287,0.0,0,0.03,0,0,0,0,0,1,1,7,3,253,2.5,0,0,0.0,3,2004,2
999,0,4,10,0,1,55,0,0,8413,11,95,1,94.7,A095094700,4,5,4,0,95,0.07,0.0,0,0.62,95000,0,0,259,1,4,0,11,3,94800,6.7,0,0,0.0,1,2004,2
6,0,4,8,0,1,35,0,0,6065,215,0,1,1.19,52000101190,3,5,4,0,27,1.27,0.0,0,0.23,2.15105E+11,0,0,109,0,7,0,14,3,32420,5.1,0,0,0.0,1,2004,2
0,0,4,10,0,1,55,0,1,5671,31,0,0,25.338,NM0118025338,3,1,4,0,118,0.12,0.0,0,0.06,0000NM011800,0,0,0,0,2,0,14,3,5032,3.2,0,0,0.0,3,2004,2
0,0,4,10,0,1,55,0,0,341,19,0,0,3.219,06WF34110000,1,5,3,4,0,1.999,0.0,0,0.15,000000WF3401,0,0,80,0,2,2,17,2,1000,2.0,0,0,3.7,3,2004,2
18,0,4,10,0,1,55,0,0,3670,9,0,0,9.183,7.001E+11,2,4,4,3,US    1,2.207,0.0,0,0.24,7001000000,0,0,263,0,5,10,14,2,15789,4.0,0,0,3.0,3,2004,2
19,0,4,8,0,1,55,0,0,4305,17,0,1,28.036,91484,2,1,4,0,3,0.738,0.0,0,1.13,0000US3_NB00,0,0,7,0,4,0,12,3,93242,5.4,0,0,4.5,1,2004,2
0,0,4,10,1,1,55,0,0,345,69,0,0,0.0,SCI000000653,1,5,3,4,0,0.97,0.0,0,0.86,,0,0,308,0,3,0,17,1,4092,3.0,0,0,3.2,3,2004,2
48,0,2,9,0,1,45,0,0,2860,129,0,1,6.79,23006790,2,4,6,3,US000023,0.45,0.0,0,0.61,2300,0,0,0,0,6,1,14,3,29898,5.4,0,0,4.1,2,2004,2
0,0,4,8,0,1,35,0,0,2748,81,0,0,0.623,4.10129E+11,2,3,6,4,0,0.021,0.0,0,0.27,405307,0,0,61,0,5,1,14,3,15189,4.3,0,0,0.0,3,2004,2
0,1,0,12,0,1,70,0,1,2294,21,0,1,366.372,95366372,2,5,4,0,95,5.16,0.0,0,0.15,9500,0,0,0,0,1,1,2,0,2800,3.6,0,0,4.2,3,2004,2
16,0,3,11,0,1,40,0,0,2113,19,0,0,48.731,06F355130000,2,4,4,3,0,0.375,0.0,0,0.43,000000F35501,0,0,80,0,4,1,16,2,14917,2.9,0,0,3.8,3,2004,2
0,0,4,9,0,1,25,0,0,3093,31,0,0,4.0,1604U xx0400,2,2,4,0,CITYSTRT,0.07,0.0,0,0.52,1604U 0000,0,0,200,0,7,0,14,3,33771,3.8,0,0,0.0,3,2004,2
0,0,4,13,0,1,35,0,1,1539,121,0,0,3.138,1.316E+11,1,2,4,0,0,0.03,0.0,0,0.12,1.21213E+11,0,0,25,0,2,0,16,3,2550,3.4,0,0,4.0,3,2004,2
0,0,4,11,0,1,30,0,0,1418,47,0,0,65.211,1630040520,1,3,4,4,214,0.1,0.0,0,0.27,016300100S00,0,0,0,0,3,1,16,2,6100,2.4,0,0,0.0,3,2004,2
0,0,1,10,0,1,35,0,0,1728,73,0,0,0.0,201000000,2,2,6,3,80,1.85,0.0,0,0.94,20100,0,0,180,0,7,19,16,3,26800,4.0,0,0,0.0,3,2004,2
0,0,0,11,0,1,55,0,1,1808,187,0,0,39.239,K0227 024382,2,4,3,4,227,0.937,0.0,0,0.11,KY0227_00000,0,0,0,0,1,2,7,0,1712,3.3,0,0,0.0,3,2004,2
0,0,4,12,0,1,45,0,0,1589,23,0,0,20.857,4.00097E+11,1,4,4,4,97,0.31,0.0,0,0.16,000SC0097000,0,0,0,0,2,2,16,3,3400,3.4,0,0,3.0,3,2004,2
0,0,0,14,0,1,35,0,1,0,31,0,0,0.0,1024106160,2,1,1,0,0,5.472,0.0,0,0.0,0,0,0,0,0,1,0,7,0,150,0.0,0,0,0.0,3,2004,2
4,0,2,7,0,1,45,0,0,1103,31,0,0,0.0,16107,2,5,5,2,0,0.75,0.0,0,0.68,0,0,0,3,0,5,1,16,3,17829,6.0,0,0,3.5,3,2004,2
44,0,4,11,0,1,60,0,0,3903,21,40,1,46.01,10040046010,2,5,6,0,40,0.72,0.0,0,0.48,1004000,0,0,193,0,2,0,11,3,34000,6.0,0,0,2.3,1,2004,2
60,0,4,9,1,1,55,0,0,3875,3,69,1,111.94,69111940,2,5,6,0,69,1.11,0.0,0,0.93,IN0690000000,0,0,94,1,3,0,11,3,65283,5.5,0,0,0.0,1,2004,2
0,0,3,10,0,1,40,0,0,4373,157,0,0,2.8,2.82501E+11,3,5,4,3,0,0.15,0.0,0,0.39,7.90283E+11,0,0,34,0,7,0,16,3,30810,3.4,0,0,3.8,3,2004,2
0,0,4,11,0,1,25,0,0,1412,93,0,0,0.0,8764000000,1,5,3,4,8764,0.2,0.0,0,0.02,0,0,0,0,0,1,1,17,2,220,1.8,0,0,3.2,3,2004,2
0,0,1,10,0,1,45,0,1,2158,147,0,0,29.33,7.70063E+11,2,1,6,1,0,0.067,0.0,0,0.43,962901,0,0,334,0,5,0,16,3,15297,4.8,0,0,2.8,3,2004,2
0,0,2,13,0,1,30,0,0,943,145,0,0,2.494,87473E0145AA,1,5,4,4,145,0.42,0.0,0,1.24,0,0,0,268,0,5,2,16,3,15004,3.4,0,0,0.0,3,2004,2
0,0,4,12,0,1,55,0,3,2782,145,0,1,1.981,7.30015E+11,2,5,6,0,83,4.199,0.152,0,0.35,467707,0,0,0,0,3,6,6,0,7957,5.2,0,0,0.0,3,2004,2
0,0,2,9,0,1,35,0,0,1634,3,0,0,9.897,A190006150,1,4,4,4,190,1.06,0.0,0,0.48,190000,0,0,43,0,5,9,16,3,17100,4.8,0,0,0.0,3,2004,2
15,0,4,10,0,1,55,0,0,4159,39,0,0,0.34,5320000340,2,5,4,0,0,1.81,0.0,0,0.48,000532100H00,0,0,161,0,2,0,12,3,33380,4.0,0,0,0.0,1,2004,2
0,0,4,10,0,1,35,0,0,1408,15,0,0,0.0,30852030007A,1,4,6,4,0,0.64,0.0,0,0.15,0,0,0,286,0,2,4,16,1,3832,4.8,0,0,2.6,3,2004,2
0,0,0,10,0,1,50,0,1,1460,11,0,0,0.0,2.90041E+11,2,4,4,0,77,0.817,0.0,0,0.16,0,0,0,0,0,1,0,7,0,2300,3.3,0,0,3.0,3,2004,2
46,1,4,10,0,1,65,0,0,7953,35,78,1,31.45,00000078QQ40,4,5,4,0,I-78,0.51,0.0,0,0.51,00000078__00,1,0,1,0,3,0,11,3,73119,6.0,0,0,0.0,1,2004,2
0,0,4,6,0,1,35,0,0,1449,37,0,0,1.014,07Q731120000,1,1,3,3,0,0.45,0.0,0,0.18,000000Q73101,0,0,2,0,3,4,16,1,8003,4.0,0,0,2.0,3,2004,2
0,0,0,14,0,1,65,0,1,2485,45,0,0,21.0,S2300 021000,2,5,3,0,00WYO450,1.84,0.0,0,0.04,230000,0,0,0,0,1,1,6,0,520,2.7,0,0,0.0,3,2004,2
0,0,0,12,0,1,55,0,3,2305,45,0,0,39.0,2010043802,2,2,3,0,000SH052,4.802,0.482,0,0.07,00000SH05200,0,0,0,0,1,0,6,0,1300,1.4,0,0,3.8,3,2004,2
0,0,3,7,0,1,25,0,0,1681,2,0,0,0.0,4707B,2,1,6,5,0,0.081,0.0,0,0.69,,0,0,8,0,7,0,16,3,25250,4.0,0,0,4.5,3,2004,2
50,0,4,8,0,1,55,0,0,3794,35,0,1,149.67,1.80017E+11,2,5,5,0,67,0.65,0.0,0,0.11,SR0670200000,0,0,182,0,1,0,12,3,8805,8.0,0,0,0.0,2,2004,2
0,0,4,11,0,1,35,0,0,1600,69,0,0,0.0,13510190090A,1,2,3,0,0,0.292,0.0,0,0.03,0,0,0,281,0,1,0,17,3,685,1.8,0,0,0.0,3,2004,2
0,0,0,10,0,1,25,0,1,1318,53,0,1,0.658,P00033000658,2,5,4,0,37,0.558,0.0,0,0.34,3300,0,0,0,0,2,4,6,0,4509,4.8,0,0,0.0,3,2004,2
40,0,0,8,0,1,70,0,1,2700,61,79,1,142.46,3.1079E+11,2,3,5,0,79,1.35,0.0,0,0.49,7900,1,0,0,0,4,0,1,0,32000,9.0,0,0,4.1,1,2004,2
40,0,4,8,0,1,65,0,0,3921,11,64,1,6.28,60640000628,2,4,6,0,64,0.09,0.0,0,0.34,6400,1,0,105,0,2,0,11,3,29000,5.5,0,0,3.6,1,2004,2
45,0,4,10,0,1,40,0,0,3239,111,0,0,4.371,9.4005E+11,2,5,4,3,SR  615,0.645,0.0,0,0.18,9400500000,0,0,311,0,3,4,14,2,9200,4.0,0,0,4.5,3,2004,2
4,0,3,9,0,1,45,0,0,1477,25,0,0,13.75,20029013750,2,5,4,2,29,0.26,0.0,0,0.53,2002900,0,0,343,0,5,2,14,3,17000,3.5,0,0,4.8,3,2004,2
0,0,4,11,0,1,30,0,0,2949,9,0,0,5.9,16614,2,1,5,4,141N,0.18,0.0,0,0.45,000000141N00,0,0,158,0,5,2,14,3,19684,9.0,0,0,0.0,3,2004,2
0,0,1,10,0,1,30,0,0,1085,27,0,0,2.672,3.00116E+11,1,3,6,4,0000009D,0.38,0.0,0,0.32,0009D8203200,0,0,270,0,3,3,16,3,5975,4.8,0,0,2.8,3,2004,2
0,0,0,9,0,1,40,0,0,0,105,0,0,3.219,5328C xx0200,2,5,1,0,0,2.41,0.0,0,0.0,5328C 0000,0,0,0,0,1,0,7,0,112,0.0,0,0,0.0,3,2004,2
0,0,1,9,0,1,25,0,0,1794,155,0,1,13.924,7.60001E+11,2,1,6,3,21,0.993,0.0,0,0.48,551310,0,0,0,0,5,9,16,3,15870,4.8,0,0,2.9,3,2004,2
0,0,2,12,0,1,25,0,0,1700,105,0,0,0.0,417601,2,4,6,4,0,0.23,0.0,0,0.59,0,0,0,291,0,4,5,16,3,13880,4.8,0,0,0.0,3,2004,2
0,0,0,14,0,1,35,0,1,2407,129,0,1,101.46,11997,2,4,4,0,063N,0.17,0.0,0,0.35,000000063N00,0,0,0,0,2,2,2,0,5857,3.9,0,0,0.0,3,2004,2
0,0,4,9,0,1,35,0,0,2915,13,0,0,38.974,07CB83511661,2,1,3,4,85,0.997,0.0,0,0.17,BASELINERD07,0,0,0,0,3,2,14,3,10878,4.0,0,0,4.1,3,2004,2
0,0,4,8,0,1,25,0,1,1255,6,0,0,48.2,156048200,1,1,4,4,PR 156,1.336,0.0,0,0.59,15600,0,0,214,0,5,10,16,1,15300,3.3,0,0,3.5,3,2004,2
0,0,4,9,0,1,35,0,0,2008,77,0,0,0.0,12148546069B,2,3,4,2,0,0.56,0.0,0,0.33,460600,0,0,279,0,4,6,14,2,12194,3.1,0,0,5.0,3,2004,2
60,0,0,9,0,1,65,0,1,3922,99,0,0,0.649,15000220030A,2,5,6,0,US022,0.504,0.0,0,0.16,50002200,0,0,0,0,3,0,2,0,13377,6.3,0,0,0.0,1,2004,2
14,0,4,9,0,1,55,0,0,6228,93,40,1,21.31,I04001021310,3,5,6,0,40,2.74,0.0,0,0.67,47I004000100,1,0,98,0,4,0,11,3,76900,7.2,0,0,0.0,1,2004,2
0,0,1,8,0,1,25,0,0,2870,153,0,0,8.732,223617,3,5,5,4,0,0.081,0.0,0,0.53,218100,0,0,71,0,5,0,16,3,19000,6.0,0,0,2.9,3,2004,1
10,0,4,11,0,1,65,0,0,3989,29,76,1,315.25,2151XX315250,2,4,6,0,I 076,4.45,0.0,0,0.76,15707600,0,0,4,0,3,0,11,3,50036,6.8,1,0,0.0,1,2004,2
0,0,4,11,0,1,30,0,0,1649,69,0,0,3.109,1.10001E+11,1,4,3,0,0,1.354,0.0,0,0.23,1100006600,0,0,457,0,4,0,17,3,6100,1.0,0,0,4.0,3,2004,2
0,0,4,11,0,1,45,0,0,480,151,0,0,4.007,6900202490,1,5,4,4,0,0.48,0.0,0,0.58,1.51201E+11,0,0,25,0,2,0,16,3,4730,3.4,0,0,4.0,3,2004,2
0,0,4,10,0,1,45,0,0,3336,91,0,1,20.772,4.60001E+11,2,1,6,3,223,0.506,0.0,0,0.38,946402,0,0,0,0,5,4,14,3,22582,5.0,0,0,0.0,3,2004,2
0,0,3,8,0,1,25,0,2,1792,41,0,0,17.44,2.1033E+11,2,5,4,4,33,0.15,0.2,0,0.88,3300,0,0,0,0,4,1,6,1,19695,5.5,0,0,4.0,3,2004,2
30,0,4,8,0,1,55,1,0,12493,59,95,1,169.67,2.9001E+11,6,1,4,0,IS00095,0.21,0.0,0,0.88,000IS0009500,1,0,8,1,11,0,11,3,268259,6.0,0,0,0.0,1,2004,2
50,0,4,11,1,1,70,1,0,6510,53,94,1,212.15,94211502,3,5,5,0,94,4.84,0.3,0,1.04,000000AI2700,1,0,13,1,4,0,11,3,91796,9.0,0,0,0.0,1,2004,2
14,0,4,10,0,1,55,0,0,4146,143,444,1,0.84,7292  xx0084,2,2,5,0,444,0.35,0.0,0,0.58,7292  0000,0,0,60,1,2,0,11,3,43200,9.0,0,0,0.0,1,2004,2
40,0,4,7,0,1,65,0,0,6228,21,95,1,23.16,54967,3,2,4,0,95,0.52,0.0,0,0.75,0000I95_NB00,0,0,7,0,5,0,11,3,101500,4.9,0,0,3.6,1,2004,2
15,0,1,8,0,1,25,0,0,1743,3,0,0,0.516,7573,2,1,4,3,9,0.32,0.052,0,0.55,0000SR9_EB00,0,0,199,0,6,2,14,2,21703,4.5,0,0,3.5,3,2004,2
0,0,4,12,0,1,55,0,1,1402,107,0,0,2.334,06W416110000,2,5,4,4,0,0.86,0.0,0,0.1,000000W41601,0,0,0,0,1,2,7,0,1100,4.0,0,0,3.5,3,2004,2
0,0,2,10,0,1,45,0,0,989,209,0,0,11.203,U0460 011203,1,5,6,4,460,0.188,0.0,0,0.64,US0460_00000,0,0,0,0,3,2,14,3,10800,5.0,0,0,0.0,3,2004,2
0,0,0,10,0,1,40,0,4,2631,55,0,0,4.828,2846C xx0300,2,5,2,0,0,6.2,0.0,0,0.01,2846C 0000,0,0,0,0,1,0,7,0,198,3.8,0,0,0.0,3,2004,2
143,0,0,11,0,1,55,0,0,4166,79,0,1,20.415,U05000274027,2,1,6,0,50,0.298,0.0,0,0.1,040U00050000,0,0,0,0,2,0,14,3,6600,4.9,0,0,0.0,1,2004,2
0,0,4,10,0,1,45,0,0,1569,71,0,0,0.0,536F0050020X,1,4,3,4,0,0.751,0.0,0,0.39,0,0,0,164,0,5,3,17,3,10907,7.0,0,0,0.0,3,2004,2
0,1,4,10,0,1,25,0,0,344,31,0,0,0.174,6006000108,1,3,4,4,0,0.108,0.0,0,0.19,0,0,0,191,0,2,0,17,2,1100,3.1,0,0,1.2,3,2004,2
0,0,4,18,0,1,25,0,0,1305,59,0,0,0.0,417254,1,5,4,4,0,0.06,0.0,0,0.19,0,0,0,185,0,3,1,17,2,2188,3.0,0,0,0.0,3,2004,2
0,0,4,10,0,1,35,0,0,1665,71,0,0,0.0,41448007300,1,4,4,0,1448,0.22,0.0,0,0.18,4144800,0,0,272,0,2,0,16,3,4600,3.4,0,0,4.2,3,2004,2
50,0,4,10,0,1,55,0,0,5899,39,0,0,9.07,00000024QQ10,3,4,6,0,NJ 24,0.27,0.0,0,0.87,00000024__00,0,0,1,0,4,0,12,3,93249,6.0,0,0,0.0,1,2004,2
20,0,3,10,0,1,45,0,0,3220,1,0,0,2.749,2.625E+11,3,4,4,3,0,0.405,0.0,0,0.76,2625000000,0,0,241,0,8,6,16,3,44000,3.0,0,0,4.5,3,2004,2
0,0,3,10,0,1,30,0,0,1254,63,0,0,16.093,1212203756A5,2,1,3,4,0,0.963,0.0,0,0.32,375600,0,0,75,0,2,5,16,1,4004,3.4,0,0,1.3,3,2004,1
0,0,1,10,0,1,30,0,0,698,33,0,0,0.0,1.05E+11,1,1,4,4,ROSENWAL,1.46,0.0,0,0.29,1.05E+11,0,0,88,0,3,11,17,3,4000,3.1,0,0,0.0,3,2004,2
60,0,0,9,0,1,65,0,1,3885,55,81,1,6.5,12800810064A,2,5,5,0,I 081,0.499,0.0,0,0.66,28008100,0,0,0,0,6,0,1,0,51497,8.0,0,0,0.0,1,2004,2
0,0,4,10,0,1,35,0,0,3018,21,0,0,0.0,11031986QQ04,2,5,4,0,0,0.12,0.0,0,0.5,0,0,0,69,0,7,0,16,3,29816,3.0,0,0,0.0,3,2004,2
0,0,4,13,0,1,35,0,0,1585,153,0,0,0.0,603001640,1,3,4,0,__SNYDER,0.11,0.0,0,0.5,0,0,0,40,0,5,0,17,3,10870,3.1,0,0,4.0,3,2004,2
0,1,0,10,0,1,50,0,1,2766,5,0,0,0.89,280002220,2,5,6,0,00000US9,1.33,0.0,0,0.22,2800,0,0,0,0,3,2,6,0,5883,3.0,0,0,4.9,3,2004,2
0,0,0,13,0,1,55,0,1,2711,65,0,1,71.24,40071240,3,5,4,0,97,1.0,0.0,0,0.12,000400100S00,0,0,0,0,1,0,2,0,2300,6.6,0,0,0.0,2,2004,2
0,0,4,8,0,1,30,0,0,347,451,0,0,13.799,B01780M08574,1,5,6,4,0,0.842,0.0,0,0.51,000B01780000,0,0,208,0,3,9,17,3,3629,4.3,0,0,3.5,3,2004,2
0,0,4,8,0,1,35,0,0,1603,13,0,0,0.0,07LI40652728,1,5,4,4,0,0.496,0.0,0,0.28,INVERGORRD07,0,0,33,0,4,3,17,3,9286,5.0,0,0,5.0,3,2004,2
4,0,4,11,0,1,35,0,0,956,51,0,0,6.212,9640003860,2,4,4,4,0,0.1,0.0,0,0.08,000964100H00,0,0,27,0,1,1,16,3,1060,3.4,0,0,3.1,3,2004,2
0,0,1,8,0,1,35,0,0,1242,17,0,0,0.801,90049904163,1,3,6,3,0,0.018,0.0,0,0.49,3090104,0,0,186,0,4,0,16,3,12659,4.3,0,0,0.0,3,2004,2
20,0,3,10,0,1,50,0,1,2446,13,0,0,22.954,07LC99142015,2,5,4,1,0,1.546,0.0,0,0.68,CAVECREERD07,0,0,33,0,7,7,17,3,26486,4.0,0,0,5.0,3,2004,2
12,0,2,9,0,1,35,0,0,913,85,0,0,0.0,04C126100000,1,4,4,3,0,0.63,0.0,0,0.91,000000C12601,0,0,32,0,4,6,16,2,14400,4.0,0,0,3.4,3,2004,2
88,0,0,14,0,1,65,0,1,3677,9,89,1,52.331,1.30998E+11,2,5,4,0,89,1.85,0.0,0,0.48,0000000I8900,0,0,0,0,3,0,1,0,21000,5.8,0,0,3.5,1,2004,2
96,0,0,11,0,1,70,0,0,3998,177,70,1,3.703,I07000349708,2,1,5,0,70,0.309,0.0,0,0.36,089I00070000,1,0,0,0,3,0,1,3,23700,12.0,0,0,0.0,1,2004,2
16,1,2,10,0,1,40,0,0,2109,15,0,0,921.1,94921101,2,4,5,3,00000B94,0.283,0.0,0,0.31,0000000B9400,0,0,347,0,4,1,14,3,11592,8.0,0,0,0.0,2,2004,2
0,0,4,11,0,1,25,0,0,1698,5,0,0,0.708,FM0450000440,1,3,4,0,450,0.08,0.0,0,0.05,0,0,0,0,0,2,0,17,3,1300,3.1,0,0,2.8,3,2004,2
70,0,4,10,0,1,65,0,1,3475,193,64,1,116.14,17982,2,5,5,0,64,0.91,0.0,0,0.14,0000I0640000,0,0,0,0,1,0,1,0,9700,6.0,0,0,4.8,1,2004,2
0,0,0,8,0,1,55,0,1,1374,113,0,0,9.397,50009397,2,5,4,0,47,1.073,0.0,0,0.42,5000,0,0,0,0,3,11,6,0,7164,7.0,0,0,3.4,3,2004,2
0,0,4,10,0,1,45,0,0,1641,135,0,0,168.516,000407A22652,1,5,2,0,_IH0020_,4.03,0.0,0,0.01,000IH0020001,0,0,174,0,1,0,17,3,260,2.4,0,0,0.0,3,2004,2
13,0,4,6,0,1,55,0,0,6012,113,75,1,11.92,75011920,3,4,6,0,IR000075,0.51,0.0,0,0.65,7500,0,0,38,0,6,0,11,3,128563,5.5,0,0,2.2,1,2004,2
4,0,2,8,0,1,45,0,0,2953,95,0,0,8.14,0520BU108140,3,5,4,3,0000019B,0.11,0.0,0,0.21,09510520BU00,0,0,209,0,4,0,14,3,14520,5.2,0,0,0.0,3,2004,2
0,1,0,10,1,1,50,0,1,2684,5,0,0,0.0,260005680,2,5,6,0,000DEL26,0.53,0.0,0,0.21,0,0,0,0,0,3,2,7,0,5492,4.6,0,0,4.5,3,2004,2
20,0,1,11,0,1,40,0,0,1827,86,0,0,0.0,8.70001E+11,2,5,3,1,0,0.5,0.0,0,1.53,8700013900,0,0,21,0,9,7,17,3,46113,1.0,0,0,4.0,3,2004,2
0,0,4,16,0,1,20,0,0,341,41,0,0,0.0,2.10408E+11,1,1,3,4,0,0.56,0.0,0,0.45,0,0,0,0,0,2,5,17,3,1461,3.8,0,0,2.5,3,2004,2
0,0,4,8,0,1,25,0,0,1560,39,0,0,8.54,2.0025E+11,1,5,4,4,25,0.56,0.0,0,0.39,2500,0,0,101,0,4,12,14,3,13500,5.0,0,0,3.2,3,2004,2
0,0,2,10,0,1,35,0,0,1641,201,0,0,77.063,L37179M47885,1,5,2,3,0,2.475,0.0,0,0.15,000L37179000,0,0,15,0,2,15,16,3,4000,2.6,0,0,3.5,3,2004,2
0,0,4,13,0,1,30,0,0,1610,101,0,0,0.0,420857,1,5,6,4,0,0.13,0.0,0,0.54,0,0,0,160,0,4,1,16,3,10946,4.8,0,0,0.0,3,2004,2
46,0,0,13,0,1,70,0,1,3628,61,40,1,364.2,10040364200,2,5,4,0,40,4.96,0.0,0,0.43,1004000,0,0,0,0,3,0,1,0,20000,6.0,0,0,4.8,1,2004,2
0,0,0,13,0,1,70,0,1,2682,85,0,1,597.228,P00001597228,2,5,4,0,2,4.565,0.0,0,0.11,100,0,0,0,0,1,0,2,0,2140,4.9,0,0,0.0,3,2004,2
70,0,4,10,0,1,65,0,1,3226,25,0,0,58.957,1.10086E+11,2,5,4,3,86,5.303,0.0,0,0.22,8601,0,0,0,0,3,4,2,0,12500,5.3,0,0,0.0,2,2004,2
0,0,4,10,0,1,25,0,0,345,71,0,0,2.157,08Q969115000,1,4,3,4,0,0.44,0.0,0,0.22,000000Q96901,0,0,2,0,2,2,17,2,1500,2.0,0,0,2.2,3,2004,2
0,0,4,9,0,1,25,0,0,3032,109,0,0,6.0,5513U xx0600,2,3,5,0,CITYSTRT,0.38,0.0,0,0.22,5513U 0000,0,0,45,0,4,0,14,3,12426,9.0,0,0,0.0,3,2004,2
60,0,4,9,0,1,70,0,0,3872,35,40,1,16.72,I04001016720,2,5,4,0,40,0.93,0.0,0,0.48,18I004000100,0,0,0,0,4,0,11,3,37350,6.8,0,0,0.0,1,2004,2
0,0,0,11,0,1,35,0,1,1628,227,0,0,7.865,K0101 007865,2,5,4,4,101,0.307,0.0,0,0.33,KY0101_00000,0,0,0,0,2,2,6,0,4840,3.3,0,0,0.0,3,2004,2
0,0,4,11,0,1,35,0,0,1569,145,0,0,0.0,M1132 000000,1,5,4,4,0,0.274,0.0,0,0.12,CS1132_00000,0,0,0,0,3,3,17,3,2940,3.1,0,0,0.0,3,2004,2
0,0,0,12,0,1,45,0,2,2591,1,0,0,0.0,3.086E+11,2,5,3,0,0,3.762,0.0,0,0.06,0,0,0,0,0,1,7,7,0,1189,5.2,0,0,0.0,3,2004,2
0,0,4,9,0,1,35,0,0,1010,65,0,0,2.414,08Z857110000,2,4,4,3,0,0.75,0.0,0,0.65,000000Z85701,0,0,396,0,5,1,17,2,12074,2.5,0,0,2.6,3,2004,2
0,0,4,11,0,1,60,0,0,1634,177,0,1,19.08,133   019 27,1,5,5,0,133,0.16,0.0,0,0.27,13300,0,0,0,0,2,0,14,3,7025,10.0,0,0,0.0,3,2004,2
0,0,4,10,0,1,35,0,0,1665,91,0,0,0.0,5.704E+11,1,5,4,4,0,0.721,0.0,0,0.16,5704002700,0,0,312,0,2,7,16,3,4600,3.0,0,0,3.0,3,2004,2
0,1,4,9,0,1,25,0,0,347,9,0,0,0.161,143001900,1,3,3,4,0,0.2,0.0,0,0.62,138700,0,0,26,0,3,1,17,2,3976,3.0,0,0,3.0,3,2004,2
0,0,4,12,0,1,45,0,0,1603,91,0,0,9.48,24146C0015AC,1,5,6,3,15,0.48,0.0,0,0.28,000000AF4600,0,0,0,0,2,2,14,3,6100,6.7,0,0,0.0,3,2004,2
50,0,4,11,0,1,65,0,0,3903,193,29,1,13.002,69432340501,2,5,5,0,29,0.238,0.0,0,0.32,2900,0,0,156,0,1,0,11,3,17200,7.0,0,0,3.6,1,2004,2
28,0,4,9,0,1,65,0,0,8295,37,0,1,11.822,70118011823,4,4,5,0,118,2.253,0.0,0,0.94,11801,0,0,2,0,6,0,12,3,144000,10.0,0,0,0.0,1,2004,2
19,0,4,7,0,1,55,0,0,6356,1,PRI-2,1,6.338,22010200,3,4,5,0,PR 22,0.621,0.0,0,1.03,2200,0,0,214,0,6,0,11,3,142700,12.0,1,0,0.0,1,2004,2
0,0,4,12,0,1,45,0,0,1589,3,0,0,2.784,4.00125E+11,1,4,4,4,125,1.05,0.0,0,0.59,000SC0125000,0,0,131,0,4,3,16,3,13000,3.4,0,0,2.2,3,2004,2
6,0,2,9,0,1,35,0,1,1993,67,0,0,1.851,03FA63110000,1,4,4,1,0,1.05,0.0,0,0.29,000000FA6301,0,0,42,0,4,0,16,3,10682,5.0,0,0,3.2,3,2004,2
24,0,4,8,0,1,45,0,0,3589,3,0,1,0.84,72000840,2,5,4,0,72,0.54,0.0,0,0.43,7200,0,0,320,0,7,0,14,3,28476,5.7,0,0,4.3,2,2004,2
0,0,4,7,0,1,25,0,0,1553,23,0,0,0.0,500,1,1,4,4,0000003A,0.34,0.021,0,0.3,0,0,0,7,0,4,8,16,2,12900,3.4,0,0,3.8,3,2004,2
0,0,0,9,0,1,30,0,3,1383,3,0,0,37.686,119060650,2,3,4,0,PR 119,1.864,0.0,0,0.09,11900,0,0,0,0,1,2,6,0,1300,3.4,0,0,4.0,3,2004,2
